seed,method,risk_budget,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
2,conformal_risk_filter,0.050000,48,0.136426,0.021637,0.037704,0.010914,0.166667,0.038905,0.000000,0.000000,0.190972,0.098226,0.214161,0.008960,0.730177,0.029059,-0.275949,0.025054,0.819444,0.048469,0.184028,0.048864
2,conformal_risk_filter,0.080000,48,0.157281,0.025026,0.031183,0.009349,0.159722,0.047608,0.031250,0.026913,0.197917,0.101386,0.218423,0.008665,0.693376,0.032034,-0.239148,0.028763,0.861111,0.048955,0.204861,0.049823
2,conformal_risk_filter,0.100000,48,0.173433,0.025691,0.037367,0.010067,0.152778,0.037460,0.027778,0.022462,0.194444,0.098871,0.213433,0.008624,0.680461,0.030100,-0.226233,0.027606,0.833333,0.046646,0.236111,0.051314
2,conformal_risk_filter,0.150000,48,0.223227,0.027509,0.042111,0.008288,0.142361,0.050530,0.076389,0.045577,0.194444,0.100296,0.211434,0.007653,0.621372,0.031468,-0.167144,0.029419,0.850694,0.044825,0.319444,0.047483
2,failure_aware_rl_recovery,0.000000,48,0.536695,0.069874,0.043191,0.006244,0.211806,0.050295,0.125000,0.094551,0.215278,0.108726,0.253659,0.005624,0.272820,0.074511,0.197656,0.077945,0.940972,0.029962,0.697917,0.084039
2,failure_aware_rl_recovery,0.020000,48,0.549810,0.060299,0.052175,0.006625,0.246528,0.060733,0.118056,0.089651,0.194444,0.100296,0.243747,0.007393,0.261636,0.065015,0.207875,0.067841,0.892361,0.042939,0.743056,0.066651
2,failure_aware_rl_recovery,0.050000,48,0.574158,0.061906,0.057786,0.008152,0.197917,0.051150,0.128472,0.090324,0.197917,0.102315,0.238768,0.008817,0.236317,0.067925,0.233295,0.071759,0.868056,0.050501,0.788194,0.071962
2,failure_aware_rl_recovery,0.080000,48,0.601022,0.054237,0.066468,0.008489,0.211806,0.050295,0.125000,0.092016,0.177083,0.093498,0.230827,0.009474,0.209316,0.057673,0.260366,0.061858,0.833333,0.052378,0.850694,0.057739
2,failure_aware_rl_recovery,0.100000,48,0.634222,0.045433,0.068556,0.008862,0.243056,0.052340,0.121528,0.092139,0.159722,0.081932,0.228482,0.009741,0.168650,0.049709,0.302073,0.052272,0.826389,0.058324,0.902778,0.041074
2,failure_aware_rl_recovery,0.150000,48,0.651022,0.042349,0.074401,0.010156,0.208333,0.042950,0.114583,0.087080,0.135417,0.074492,0.222320,0.012346,0.151310,0.048856,0.319494,0.052291,0.795139,0.072941,0.944444,0.031266
2,recovery_first_policy,0.000000,48,0.570863,0.048905,0.047868,0.006231,0.201389,0.048591,0.097222,0.078316,0.211806,0.107316,0.234635,0.006607,0.233724,0.051636,0.245544,0.056604,0.909722,0.038855,0.746528,0.059155
2,recovery_first_policy,0.020000,48,0.573600,0.040383,0.046237,0.005775,0.156250,0.045001,0.083333,0.067386,0.197917,0.103235,0.234498,0.007721,0.227001,0.042758,0.252731,0.045918,0.909722,0.044528,0.750000,0.052378
2,recovery_first_policy,0.050000,48,0.570110,0.034629,0.058724,0.008326,0.152778,0.041074,0.083333,0.065246,0.170139,0.087261,0.220995,0.009457,0.239559,0.045283,0.238095,0.046410,0.829861,0.055440,0.781250,0.045782
2,recovery_first_policy,0.080000,48,0.606118,0.034934,0.070035,0.010114,0.152778,0.044395,0.090278,0.071446,0.173611,0.088054,0.214233,0.009001,0.209796,0.044757,0.269232,0.046448,0.795139,0.051687,0.850694,0.046888
2,recovery_first_policy,0.100000,48,0.606939,0.029463,0.067294,0.009130,0.184028,0.051687,0.086806,0.067379,0.145833,0.073834,0.213346,0.010104,0.203679,0.038939,0.275175,0.039234,0.788194,0.058955,0.843750,0.039396
2,recovery_first_policy,0.150000,48,0.632285,0.029302,0.061974,0.008854,0.135417,0.039695,0.097222,0.075861,0.177083,0.089887,0.221088,0.009028,0.170864,0.031543,0.310625,0.033740,0.836806,0.050996,0.861111,0.041646
2,risk_bounded_typed_disagreement_protocol_v5,0.000000,48,0.444957,0.037471,0.071698,0.009427,0.465278,0.063749,0.489583,0.100331,0.152778,0.083575,0.253370,0.010733,0.406240,0.032793,0.047988,0.038284,0.826389,0.060709,0.718750,0.066079
2,risk_bounded_typed_disagreement_protocol_v5,0.020000,48,0.480616,0.037619,0.084316,0.011224,0.482639,0.062461,0.534722,0.104737,0.163194,0.085065,0.249083,0.010330,0.377771,0.035626,0.076457,0.038303,0.812500,0.054697,0.798611,0.061483
2,risk_bounded_typed_disagreement_protocol_v5,0.050000,48,0.509340,0.034397,0.094575,0.010918,0.524306,0.072126,0.527778,0.101701,0.121528,0.063587,0.236412,0.010784,0.348997,0.034305,0.105231,0.036018,0.746528,0.060733,0.861111,0.048955
2,risk_bounded_typed_disagreement_protocol_v5,0.080000,48,0.528085,0.040111,0.088953,0.008672,0.479167,0.051121,0.562500,0.100434,0.090278,0.050501,0.234511,0.012508,0.317318,0.036310,0.136911,0.040167,0.743056,0.074683,0.857639,0.044561
2,risk_bounded_typed_disagreement_protocol_v5,0.100000,48,0.560355,0.028724,0.098228,0.008878,0.520833,0.057233,0.590278,0.102915,0.031250,0.023132,0.225468,0.016405,0.280789,0.027669,0.173439,0.029549,0.690972,0.100134,0.940972,0.024778
2,risk_bounded_typed_disagreement_protocol_v5,0.150000,48,0.572802,0.031398,0.104250,0.008348,0.503472,0.055440,0.586806,0.105202,0.034722,0.023742,0.219959,0.015468,0.271621,0.034614,0.182607,0.035565,0.666667,0.094801,0.968750,0.023132
2,robust_mpc_fallback,0.000000,48,0.237248,0.037165,0.028647,0.006345,0.118056,0.040054,0.079861,0.046635,0.197917,0.100448,0.239417,0.007278,0.604177,0.044819,-0.147673,0.044832,0.906250,0.037552,0.298611,0.059130
2,robust_mpc_fallback,0.020000,48,0.296721,0.038540,0.039340,0.008469,0.142361,0.044561,0.111111,0.059429,0.190972,0.098707,0.231178,0.008787,0.541137,0.042705,-0.084569,0.042662,0.881944,0.051429,0.395833,0.060448
2,robust_mpc_fallback,0.050000,48,0.365057,0.041333,0.047049,0.007251,0.131944,0.046604,0.125000,0.067034,0.177083,0.089887,0.224934,0.007317,0.461270,0.048761,-0.003613,0.050128,0.878472,0.044295,0.510417,0.062587
2,robust_mpc_fallback,0.080000,48,0.414666,0.037185,0.064003,0.009369,0.121528,0.044295,0.135417,0.073854,0.152778,0.079515,0.208967,0.009982,0.414154,0.046305,0.043555,0.046255,0.798611,0.061483,0.618056,0.059924
2,robust_mpc_fallback,0.100000,48,0.498605,0.043734,0.074194,0.010222,0.131944,0.042350,0.197917,0.100448,0.163194,0.085065,0.201320,0.009943,0.322405,0.054222,0.137163,0.053295,0.788194,0.064326,0.739583,0.059088
2,robust_mpc_fallback,0.150000,48,0.555465,0.028236,0.089620,0.009855,0.107639,0.039496,0.180556,0.092699,0.131944,0.074683,0.188713,0.010346,0.263198,0.038791,0.195647,0.038147,0.736111,0.070025,0.861111,0.040494
2,typed_disagreement_protocol_v4,0.000000,48,0.393903,0.042424,0.045459,0.005792,0.472222,0.063284,0.461806,0.092395,0.201389,0.102915,0.265707,0.006602,0.432649,0.042524,0.021579,0.047482,0.951389,0.035013,0.607639,0.067729
2,typed_disagreement_protocol_v4,0.020000,48,0.435527,0.044248,0.052613,0.006673,0.454861,0.062081,0.517361,0.101658,0.197917,0.100918,0.262694,0.006495,0.387085,0.044878,0.067143,0.049457,0.937500,0.035902,0.687500,0.071886
2,typed_disagreement_protocol_v4,0.050000,48,0.450158,0.030133,0.056880,0.005117,0.479167,0.053826,0.513889,0.092699,0.163194,0.085619,0.254170,0.008669,0.369000,0.030054,0.085228,0.034200,0.899306,0.051227,0.718750,0.048784
2,typed_disagreement_protocol_v4,0.080000,48,0.480305,0.038108,0.060420,0.005272,0.468750,0.063525,0.545139,0.103730,0.145833,0.076353,0.251667,0.009300,0.332666,0.037118,0.121562,0.041839,0.888889,0.056991,0.774306,0.055440
2,typed_disagreement_protocol_v4,0.100000,48,0.524169,0.033017,0.069958,0.005318,0.461806,0.057739,0.597222,0.107358,0.118056,0.063003,0.241852,0.011181,0.285346,0.034422,0.168883,0.038253,0.850694,0.068940,0.854167,0.040833
2,typed_disagreement_protocol_v4,0.150000,48,0.514003,0.032232,0.070671,0.006766,0.468750,0.056427,0.534722,0.101992,0.111111,0.060220,0.237898,0.012017,0.297369,0.037054,0.156859,0.038815,0.822917,0.072399,0.840278,0.048591
2,worldbench_diagnostic_probe,0.000000,48,0.502104,0.010706,0.079847,0.009716,0.385417,0.058485,0.381944,0.135458,0.246528,0.122254,0.280722,0.002552,0.325058,0.029209,0.129170,0.025878,0.996528,0.006806,0.996528,0.006806
2,worldbench_diagnostic_probe,0.020000,48,0.504446,0.014662,0.076665,0.009190,0.381944,0.063749,0.399306,0.133623,0.250000,0.123796,0.281180,0.002502,0.319090,0.029139,0.135138,0.026673,1.000000,0.000000,0.982639,0.020027
2,worldbench_diagnostic_probe,0.050000,48,0.509618,0.017481,0.076487,0.008885,0.385417,0.054290,0.409722,0.134758,0.246528,0.122254,0.280821,0.002598,0.312512,0.029220,0.141716,0.027369,0.996528,0.006806,0.986111,0.021383
2,worldbench_diagnostic_probe,0.080000,48,0.504471,0.013075,0.077854,0.009353,0.420139,0.054145,0.399306,0.135382,0.250000,0.123796,0.281352,0.002451,0.320274,0.029053,0.133954,0.026277,1.000000,0.000000,0.989583,0.011534
2,worldbench_diagnostic_probe,0.100000,48,0.500130,0.015488,0.077392,0.009160,0.395833,0.064974,0.392361,0.136685,0.246528,0.122254,0.280984,0.002619,0.324870,0.031011,0.129358,0.028255,0.996528,0.006806,0.982639,0.020027
2,worldbench_diagnostic_probe,0.150000,48,0.509383,0.015586,0.076478,0.009117,0.385417,0.067496,0.402778,0.132233,0.250000,0.123796,0.280918,0.002525,0.312796,0.028988,0.141432,0.026729,1.000000,0.000000,0.986111,0.016372
3,bayesian_active_model_selection,0.000000,48,0.434687,0.038451,0.064513,0.008452,0.354167,0.052939,0.475694,0.105651,0.204861,0.103044,0.237777,0.006186,0.388758,0.046405,0.065967,0.047662,0.902778,0.036175,0.725694,0.071135
3,bayesian_active_model_selection,0.020000,48,0.448130,0.038222,0.067600,0.008835,0.357639,0.068769,0.496528,0.106764,0.184028,0.094421,0.232715,0.008076,0.373216,0.041230,0.081509,0.044953,0.875000,0.042950,0.750000,0.068776
3,bayesian_active_model_selection,0.050000,48,0.509092,0.034212,0.083011,0.011070,0.361111,0.067620,0.562500,0.104133,0.159722,0.085325,0.218875,0.010796,0.312791,0.035520,0.141935,0.037340,0.819444,0.058223,0.857639,0.055865
3,bayesian_active_model_selection,0.080000,48,0.518627,0.027231,0.086780,0.011510,0.381944,0.063749,0.548611,0.106083,0.163194,0.087261,0.219138,0.010802,0.304091,0.028772,0.150634,0.029898,0.822917,0.058687,0.892361,0.041823
3,bayesian_active_model_selection,0.100000,48,0.513601,0.029466,0.090790,0.012623,0.368056,0.041218,0.527778,0.100296,0.170139,0.087261,0.215762,0.009192,0.317103,0.033330,0.137622,0.034347,0.805556,0.052678,0.885417,0.045782
3,bayesian_active_model_selection,0.150000,48,0.555524,0.026609,0.101258,0.013149,0.368056,0.057508,0.576389,0.111306,0.100694,0.065057,0.202024,0.014287,0.270261,0.039457,0.184464,0.038305,0.729167,0.086791,0.968750,0.023132
3,conformal_risk_filter,0.000000,48,0.080985,0.012039,0.009617,0.004879,0.125000,0.032984,0.000000,0.000000,0.236111,0.117859,0.238254,0.004708,0.770982,0.016169,-0.316257,0.012806,0.951389,0.025657,0.048611,0.025657
3,conformal_risk_filter,0.020000,48,0.107849,0.020484,0.016200,0.007499,0.152778,0.052227,0.000000,0.000000,0.194444,0.099349,0.228678,0.008010,0.739673,0.028384,-0.284948,0.024423,0.899306,0.043213,0.104167,0.043088
3,conformal_risk_filter,0.050000,48,0.121952,0.019855,0.024633,0.008274,0.156250,0.049025,0.003472,0.006806,0.201389,0.102454,0.222882,0.007875,0.732429,0.027544,-0.277704,0.023165,0.868056,0.042350,0.138889,0.042766
3,conformal_risk_filter,0.080000,48,0.153604,0.024972,0.034787,0.008752,0.222222,0.036823,0.024306,0.023804,0.197917,0.100448,0.216269,0.007541,0.703971,0.030254,-0.249246,0.028052,0.843750,0.039396,0.204861,0.048864
3,conformal_risk_filter,0.100000,48,0.151221,0.024714,0.022208,0.006186,0.138889,0.045965,0.034722,0.025657,0.190972,0.098226,0.224019,0.007381,0.690217,0.033329,-0.235492,0.030071,0.892361,0.040676,0.177083,0.046040
3,conformal_risk_filter,0.150000,48,0.199412,0.035602,0.038186,0.009977,0.135417,0.040870,0.076389,0.049555,0.201389,0.101527,0.214986,0.007508,0.650229,0.038951,-0.195504,0.037254,0.861111,0.039309,0.270833,0.061226
3,failure_aware_rl_recovery,0.000000,48,0.499441,0.072860,0.042549,0.006853,0.187500,0.046264,0.118056,0.089651,0.194444,0.101235,0.251354,0.007690,0.318579,0.077461,0.151204,0.080863,0.916667,0.043498,0.642361,0.089667
3,failure_aware_rl_recovery,0.020000,48,0.550818,0.067978,0.051615,0.006258,0.208333,0.056295,0.128472,0.094421,0.180556,0.092699,0.244179,0.007557,0.262323,0.072911,0.208284,0.076412,0.888889,0.044924,0.736111,0.077709
3,failure_aware_rl_recovery,0.050000,48,0.573250,0.059759,0.057047,0.006944,0.170139,0.044027,0.118056,0.090177,0.197917,0.100448,0.239618,0.007796,0.236783,0.065855,0.233417,0.069056,0.875000,0.044038,0.788194,0.065057
3,failure_aware_rl_recovery,0.080000,48,0.609383,0.049321,0.070033,0.007153,0.197917,0.044205,0.125000,0.089936,0.152778,0.079515,0.225894,0.008983,0.200018,0.055160,0.269685,0.057483,0.809028,0.055012,0.875000,0.045099
3,failure_aware_rl_recovery,0.100000,48,0.642559,0.041911,0.078301,0.008638,0.177083,0.040579,0.114583,0.087080,0.135417,0.070579,0.217921,0.011001,0.168368,0.046123,0.302474,0.048849,0.763889,0.064395,0.930556,0.033458
3,failure_aware_rl_recovery,0.150000,48,0.657765,0.042801,0.082291,0.010926,0.239583,0.045523,0.128472,0.094421,0.135417,0.075751,0.215253,0.013310,0.151691,0.049794,0.319172,0.052586,0.756944,0.075314,0.968750,0.026913
3,recovery_first_policy,0.000000,48,0.578494,0.045132,0.049089,0.006388,0.180556,0.051314,0.100694,0.077652,0.194444,0.097910,0.232245,0.006536,0.226254,0.044302,0.253691,0.048112,0.895833,0.038447,0.753472,0.053264
3,recovery_first_policy,0.020000,48,0.586145,0.038687,0.056142,0.008873,0.131944,0.041218,0.086806,0.067379,0.201389,0.101992,0.227223,0.008593,0.223635,0.040935,0.256216,0.043914,0.868056,0.050501,0.784722,0.047608
3,recovery_first_policy,0.050000,48,0.609149,0.038725,0.052642,0.006322,0.138889,0.041646,0.097222,0.075861,0.197917,0.099502,0.230132,0.006702,0.191934,0.040701,0.289466,0.043494,0.888889,0.038086,0.805556,0.046983
3,recovery_first_policy,0.080000,48,0.619965,0.033022,0.068818,0.009910,0.149306,0.049823,0.097222,0.073967,0.142361,0.079607,0.211302,0.012103,0.189551,0.038797,0.290097,0.039567,0.777778,0.070362,0.861111,0.047979
3,recovery_first_policy,0.100000,48,0.616182,0.034577,0.068890,0.011025,0.118056,0.035013,0.104167,0.079391,0.166667,0.088076,0.213356,0.011486,0.196501,0.042468,0.283191,0.043279,0.788194,0.066496,0.854167,0.046264
3,recovery_first_policy,0.150000,48,0.649943,0.032005,0.069686,0.007674,0.170139,0.050996,0.097222,0.077098,0.125000,0.067034,0.209921,0.011285,0.154244,0.034486,0.327536,0.036044,0.774306,0.067027,0.899306,0.034716
3,risk_bounded_typed_disagreement_protocol_v5,0.000000,48,0.476317,0.046081,0.069286,0.008730,0.500000,0.059163,0.559028,0.111954,0.166667,0.085901,0.259185,0.008539,0.365740,0.042226,0.088985,0.047921,0.868056,0.047608,0.756944,0.074047
3,risk_bounded_typed_disagreement_protocol_v5,0.020000,48,0.504569,0.041901,0.077671,0.009951,0.489583,0.064815,0.569444,0.107797,0.173611,0.090700,0.253677,0.008989,0.339857,0.037209,0.114868,0.041345,0.843750,0.049025,0.812500,0.062752
3,risk_bounded_typed_disagreement_protocol_v5,0.050000,48,0.517262,0.037987,0.090607,0.010632,0.482639,0.060146,0.538194,0.103502,0.125000,0.065608,0.238014,0.010472,0.335492,0.038483,0.119233,0.040461,0.756944,0.061483,0.854167,0.047276
3,risk_bounded_typed_disagreement_protocol_v5,0.080000,48,0.538090,0.029516,0.094503,0.009866,0.506944,0.058324,0.559028,0.105874,0.100694,0.056496,0.233403,0.011784,0.310076,0.032370,0.144649,0.033471,0.732639,0.071962,0.899306,0.038588
3,risk_bounded_typed_disagreement_protocol_v5,0.100000,48,0.542244,0.030942,0.100261,0.011064,0.493056,0.063003,0.541667,0.105431,0.072917,0.045523,0.226895,0.014417,0.310216,0.036634,0.144509,0.037032,0.690972,0.084787,0.916667,0.036393
3,risk_bounded_typed_disagreement_protocol_v5,0.150000,48,0.578746,0.027817,0.102573,0.009296,0.506944,0.050501,0.576389,0.106083,0.041667,0.028357,0.222931,0.015748,0.262274,0.029553,0.192451,0.030530,0.680556,0.095711,0.979167,0.020917
3,robust_mpc_fallback,0.000000,48,0.257206,0.043370,0.032141,0.007008,0.142361,0.042385,0.114583,0.064632,0.208333,0.104530,0.239083,0.006173,0.586847,0.047668,-0.129821,0.048215,0.913194,0.033678,0.322917,0.061057
3,robust_mpc_fallback,0.020000,48,0.313339,0.047610,0.040199,0.008026,0.125000,0.031517,0.125000,0.071142,0.177083,0.090933,0.229739,0.008739,0.520842,0.056022,-0.063484,0.056266,0.878472,0.047390,0.420139,0.071467
3,robust_mpc_fallback,0.050000,48,0.329222,0.038750,0.047518,0.007608,0.145833,0.043088,0.107639,0.061121,0.177083,0.092480,0.223875,0.008549,0.507173,0.049992,-0.049669,0.048118,0.850694,0.048864,0.465278,0.062247
3,robust_mpc_fallback,0.080000,48,0.445689,0.041184,0.064325,0.008078,0.125000,0.044038,0.163194,0.083946,0.152778,0.080696,0.208674,0.009265,0.376892,0.052824,0.081714,0.052508,0.809028,0.058350,0.652778,0.059826
3,robust_mpc_fallback,0.100000,48,0.495216,0.037785,0.081511,0.010593,0.177083,0.041729,0.177083,0.092480,0.166667,0.087537,0.196493,0.009234,0.334931,0.050584,0.124111,0.048904,0.756944,0.061483,0.753472,0.052369
3,robust_mpc_fallback,0.150000,48,0.572236,0.032874,0.087464,0.009330,0.163194,0.044027,0.204861,0.103958,0.121528,0.065780,0.188950,0.009948,0.239556,0.044355,0.220051,0.043008,0.746528,0.067379,0.875000,0.044038
3,typed_disagreement_protocol_v4,0.000000,48,0.408496,0.041908,0.048429,0.007364,0.409722,0.056679,0.451389,0.094780,0.211806,0.106875,0.266095,0.005458,0.416956,0.042094,0.037769,0.046648,0.958333,0.028357,0.645833,0.072541
3,typed_disagreement_protocol_v4,0.020000,48,0.408113,0.045327,0.047949,0.007155,0.513889,0.056575,0.479167,0.098532,0.208333,0.105431,0.265219,0.005408,0.417198,0.046924,0.037527,0.050668,0.951389,0.030693,0.638889,0.077405
3,typed_disagreement_protocol_v4,0.050000,48,0.439490,0.032767,0.052153,0.004757,0.427083,0.057465,0.472222,0.092953,0.173611,0.088589,0.258534,0.007298,0.376641,0.036463,0.078084,0.039156,0.920139,0.043486,0.701389,0.055838
3,typed_disagreement_protocol_v4,0.080000,48,0.495038,0.038049,0.061716,0.005541,0.454861,0.058147,0.541667,0.100375,0.149306,0.077956,0.250415,0.009139,0.316586,0.039944,0.138139,0.042207,0.892361,0.055440,0.791667,0.055449
3,typed_disagreement_protocol_v4,0.100000,48,0.505495,0.028656,0.064227,0.004806,0.451389,0.054118,0.569444,0.100060,0.131944,0.070110,0.246361,0.010306,0.303468,0.031668,0.151257,0.033012,0.868056,0.063003,0.815972,0.039196
3,typed_disagreement_protocol_v4,0.150000,48,0.541125,0.030310,0.070755,0.005204,0.479167,0.056400,0.607639,0.108522,0.118056,0.067357,0.241589,0.011974,0.263582,0.035555,0.191143,0.035811,0.854167,0.073190,0.885417,0.036595
3,worldbench_diagnostic_probe,0.000000,48,0.500280,0.012539,0.079247,0.009634,0.378472,0.056496,0.378472,0.134681,0.250000,0.123796,0.280771,0.002825,0.327619,0.031436,0.127106,0.027925,0.996528,0.006806,0.989583,0.011534
3,worldbench_diagnostic_probe,0.020000,48,0.503320,0.016142,0.076499,0.008827,0.420139,0.048622,0.406250,0.134388,0.246528,0.122254,0.281003,0.002728,0.320989,0.030316,0.133736,0.028781,0.996528,0.006806,0.979167,0.018518
3,worldbench_diagnostic_probe,0.050000,48,0.505800,0.015088,0.076763,0.009068,0.427083,0.062208,0.409722,0.134406,0.250000,0.123796,0.281322,0.002431,0.318548,0.028678,0.136177,0.026642,1.000000,0.000000,0.982639,0.017506
3,worldbench_diagnostic_probe,0.080000,48,0.499279,0.020772,0.074584,0.008922,0.434028,0.058955,0.409722,0.135807,0.246528,0.122254,0.281025,0.002779,0.323887,0.033432,0.130838,0.031280,0.996528,0.006806,0.965278,0.035013
3,worldbench_diagnostic_probe,0.100000,48,0.498056,0.018119,0.076189,0.008893,0.406250,0.062208,0.399306,0.134329,0.246528,0.122254,0.280825,0.002769,0.326974,0.032425,0.127751,0.030917,0.996528,0.006806,0.972222,0.026339
3,worldbench_diagnostic_probe,0.150000,48,0.502028,0.013081,0.078142,0.009438,0.416667,0.055874,0.385417,0.133417,0.246528,0.122254,0.280799,0.002744,0.324224,0.030527,0.130501,0.027310,0.996528,0.006806,0.986111,0.016372
4,bayesian_active_model_selection,0.000000,48,0.431798,0.033431,0.068004,0.008929,0.406250,0.043396,0.458333,0.107211,0.204861,0.102584,0.234123,0.006825,0.393292,0.041183,0.060247,0.042988,0.888889,0.036823,0.736111,0.065848
4,bayesian_active_model_selection,0.020000,48,0.460234,0.029155,0.062180,0.006211,0.357639,0.061507,0.496528,0.102699,0.173611,0.091737,0.233339,0.008930,0.346911,0.035057,0.106629,0.036848,0.895833,0.050187,0.756944,0.054118
4,bayesian_active_model_selection,0.050000,48,0.507455,0.027602,0.086542,0.011103,0.354167,0.048266,0.541667,0.104077,0.142361,0.076579,0.214856,0.011418,0.315905,0.033144,0.137634,0.033079,0.798611,0.063003,0.868056,0.046604
4,bayesian_active_model_selection,0.080000,48,0.529542,0.028909,0.094001,0.012354,0.392361,0.048133,0.565972,0.106431,0.128472,0.068940,0.208243,0.010897,0.296430,0.038906,0.157110,0.037458,0.767361,0.067903,0.909722,0.035013
4,bayesian_active_model_selection,0.100000,48,0.538045,0.030375,0.089971,0.009942,0.375000,0.051005,0.579861,0.104751,0.125000,0.067736,0.212591,0.011295,0.279813,0.033463,0.173726,0.033896,0.791667,0.065608,0.920139,0.036379
4,bayesian_active_model_selection,0.150000,48,0.545585,0.023768,0.103824,0.014823,0.392361,0.050996,0.548611,0.105637,0.118056,0.070110,0.201998,0.012429,0.286933,0.037882,0.166607,0.036137,0.736111,0.076482,0.958333,0.020633
4,conformal_risk_filter,0.000000,48,0.087234,0.013101,0.008454,0.004038,0.142361,0.045610,0.000000,0.000000,0.236111,0.117457,0.238709,0.004379,0.759014,0.018197,-0.305474,0.015417,0.958333,0.022810,0.059028,0.026618
4,conformal_risk_filter,0.020000,48,0.109522,0.019292,0.016490,0.007218,0.118056,0.037618,0.000000,0.000000,0.208333,0.105431,0.229892,0.007273,0.737539,0.027870,-0.283999,0.023486,0.909722,0.038855,0.107639,0.040676
4,conformal_risk_filter,0.050000,48,0.137000,0.024541,0.023925,0.006542,0.194444,0.049912,0.010417,0.011534,0.170139,0.088872,0.219268,0.009057,0.706759,0.035803,-0.253219,0.032195,0.850694,0.049823,0.163194,0.049106
4,conformal_risk_filter,0.080000,48,0.160542,0.025988,0.026520,0.007833,0.159722,0.044528,0.041667,0.029979,0.184028,0.094421,0.221049,0.007692,0.682533,0.034307,-0.228994,0.030603,0.878472,0.043213,0.197917,0.048296
4,conformal_risk_filter,0.100000,48,0.205651,0.028920,0.039687,0.007746,0.100694,0.038588,0.052083,0.033912,0.163194,0.086170,0.208956,0.008948,0.636539,0.039682,-0.182999,0.037209,0.822917,0.051839,0.295139,0.053486
4,conformal_risk_filter,0.150000,48,0.239518,0.033082,0.042373,0.009033,0.218750,0.044737,0.090278,0.054118,0.190972,0.097259,0.209811,0.007210,0.599248,0.038040,-0.145708,0.037024,0.847222,0.042210,0.340278,0.054985
4,failure_aware_rl_recovery,0.000000,48,0.510066,0.079615,0.037894,0.007300,0.184028,0.037970,0.125000,0.094551,0.225694,0.112796,0.259127,0.004529,0.301401,0.086256,0.168157,0.089613,0.965278,0.021658,0.649306,0.102584
4,failure_aware_rl_recovery,0.020000,48,0.551740,0.067951,0.047792,0.006534,0.194444,0.044924,0.125000,0.094551,0.201389,0.103374,0.248328,0.006820,0.256434,0.072956,0.213183,0.076766,0.913194,0.040091,0.729167,0.078793
4,failure_aware_rl_recovery,0.050000,48,0.570608,0.063719,0.056961,0.006318,0.229167,0.053826,0.131944,0.094780,0.173611,0.090700,0.236547,0.008826,0.237529,0.070184,0.231586,0.073474,0.854167,0.052939,0.781250,0.072887
4,failure_aware_rl_recovery,0.080000,48,0.623870,0.050436,0.069850,0.009223,0.211806,0.053042,0.131944,0.094280,0.159722,0.082507,0.226609,0.010264,0.181258,0.054833,0.287893,0.059069,0.815972,0.059354,0.892361,0.050060
4,failure_aware_rl_recovery,0.100000,48,0.646706,0.044661,0.073007,0.008893,0.159722,0.037618,0.125000,0.094551,0.163194,0.086717,0.225813,0.010724,0.159640,0.049652,0.311216,0.053392,0.809028,0.061507,0.923611,0.035013
4,failure_aware_rl_recovery,0.150000,48,0.651181,0.041367,0.077777,0.008538,0.218750,0.048784,0.125000,0.094551,0.131944,0.068747,0.218598,0.010845,0.151929,0.045360,0.317123,0.050002,0.784722,0.064487,0.954861,0.023302
4,recovery_first_policy,0.000000,48,0.563073,0.040506,0.041327,0.005517,0.173611,0.042350,0.111111,0.084978,0.222222,0.110613,0.241106,0.004623,0.236769,0.039155,0.242269,0.043782,0.947917,0.024133,0.722222,0.049912
4,recovery_first_policy,0.020000,48,0.571522,0.036319,0.048127,0.006796,0.142361,0.040091,0.104167,0.076353,0.211806,0.106875,0.235292,0.006207,0.231559,0.040293,0.246703,0.042002,0.916667,0.035069,0.753472,0.049585
4,recovery_first_policy,0.050000,48,0.592377,0.037692,0.052951,0.005982,0.201389,0.040054,0.097222,0.075235,0.177083,0.091967,0.227007,0.008293,0.207450,0.042215,0.271147,0.044278,0.868056,0.046604,0.791667,0.049116
4,recovery_first_policy,0.080000,48,0.591358,0.032388,0.060838,0.006803,0.177083,0.047056,0.104167,0.080573,0.152778,0.079515,0.217165,0.009876,0.214305,0.037896,0.263485,0.038593,0.809028,0.056705,0.809028,0.043486
4,recovery_first_policy,0.100000,48,0.616460,0.034377,0.065133,0.012022,0.163194,0.041823,0.104167,0.079984,0.170139,0.086717,0.217192,0.010666,0.190755,0.046173,0.288284,0.047131,0.812500,0.061994,0.850694,0.047886
4,recovery_first_policy,0.150000,48,0.631551,0.027473,0.074650,0.009322,0.156250,0.042847,0.093750,0.071412,0.145833,0.078793,0.207900,0.010550,0.181589,0.036662,0.297348,0.037152,0.760417,0.062964,0.888889,0.031266
