method,split,seed,task,family,episodes,classification_correct_count,useful_count,useful_intervention_count,noise_count,noise_false_alarm_count,success_count,unsafe_commit_count,unnecessary_intervention_count,recovery_attempt_count,recovery_success_count,probe_count,protocol_cost_sum,planning_regret_sum,probe_informativeness_sum,disagreement_family_accuracy,useful_disagreement_recall,noise_false_alarm_rate,calibration_error,probe_informativeness,task_success,unsafe_commit_rate,unnecessary_abstention_recovery_rate,recovery_success,protocol_cost,planning_regret_to_oracle
mean_ensemble_policy,nominal_disagreement,0,contact_rich_pick_and_place,out_of_distribution_action,88,5,88,0,0,0,49,0,0,0,0,0,1.760000,14.495420,0.000000,0.056818,0.000000,0.000000,0.282098,0.000000,0.556818,0.000000,0.000000,0.000000,0.020000,0.164721
mean_ensemble_policy,nominal_disagreement,0,contact_rich_pick_and_place,multi_modal_valid_plans,88,0,0,0,88,0,58,0,0,0,0,0,1.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.214180,0.000000,0.659091,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,0,contact_rich_pick_and_place,sensor_corruption,88,2,88,0,0,0,52,0,0,0,0,0,1.760000,9.729445,0.000000,0.022727,0.000000,0.000000,0.251026,0.000000,0.590909,0.000000,0.000000,0.000000,0.020000,0.110562
mean_ensemble_policy,nominal_disagreement,0,contact_rich_pick_and_place,controller_instability,88,7,88,0,0,0,50,0,0,0,0,0,1.760000,22.129202,0.000000,0.079545,0.000000,0.000000,0.283605,0.000000,0.568182,0.000000,0.000000,0.000000,0.020000,0.251468
mean_ensemble_policy,nominal_disagreement,0,deformable_object_handling,epistemic_unknown,88,6,88,0,0,0,52,0,0,0,0,0,1.760000,8.138099,0.000000,0.068182,0.000000,0.000000,0.242115,0.000000,0.590909,0.000000,0.000000,0.000000,0.020000,0.092478
mean_ensemble_policy,nominal_disagreement,0,deformable_object_handling,aleatoric_sensor_noise,88,1,0,0,88,0,52,0,0,0,0,0,1.760000,0.003971,0.000000,0.011364,0.000000,0.000000,0.275725,0.000000,0.590909,0.000000,0.000000,0.000000,0.020000,0.000045
mean_ensemble_policy,nominal_disagreement,0,deformable_object_handling,model_misspecification,88,1,88,0,0,0,48,0,0,0,0,0,1.760000,14.631375,0.000000,0.011364,0.000000,0.000000,0.251798,0.000000,0.545455,0.000000,0.000000,0.000000,0.020000,0.166266
mean_ensemble_policy,nominal_disagreement,0,deformable_object_handling,out_of_distribution_action,88,8,88,0,0,0,51,0,0,0,0,0,1.760000,14.292096,0.000000,0.090909,0.000000,0.000000,0.212810,0.000000,0.579545,0.000000,0.000000,0.000000,0.020000,0.162410
mean_ensemble_policy,nominal_disagreement,0,deformable_object_handling,multi_modal_valid_plans,88,0,0,0,88,0,66,0,0,0,0,0,1.760000,0.004847,0.000000,0.000000,0.000000,0.000000,0.131382,0.000000,0.750000,0.000000,0.000000,0.000000,0.020000,0.000055
mean_ensemble_policy,nominal_disagreement,0,deformable_object_handling,sensor_corruption,88,6,88,0,0,0,55,0,0,0,0,0,1.760000,9.772707,0.000000,0.068182,0.000000,0.000000,0.268170,0.000000,0.625000,0.000000,0.000000,0.000000,0.020000,0.111053
mean_ensemble_policy,nominal_disagreement,0,deformable_object_handling,controller_instability,88,5,88,0,0,0,39,0,0,0,0,0,1.760000,22.853640,0.000000,0.056818,0.000000,0.000000,0.298494,0.000000,0.443182,0.000000,0.000000,0.000000,0.020000,0.259700
mean_ensemble_policy,nominal_disagreement,0,mobile_navigation_under_sensor_noise,epistemic_unknown,88,9,88,0,0,0,58,0,0,0,0,0,1.760000,8.617427,0.000000,0.102273,0.000000,0.000000,0.257860,0.000000,0.659091,0.000000,0.000000,0.000000,0.020000,0.097925
mean_ensemble_policy,nominal_disagreement,0,mobile_navigation_under_sensor_noise,aleatoric_sensor_noise,88,6,0,0,88,0,54,0,0,0,0,0,1.760000,0.000000,0.000000,0.068182,0.000000,0.000000,0.276873,0.000000,0.613636,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,0,mobile_navigation_under_sensor_noise,model_misspecification,88,4,88,0,0,0,51,0,0,0,0,0,1.760000,13.165931,0.000000,0.045455,0.000000,0.000000,0.245189,0.000000,0.579545,0.000000,0.000000,0.000000,0.020000,0.149613
mean_ensemble_policy,nominal_disagreement,0,mobile_navigation_under_sensor_noise,out_of_distribution_action,88,10,88,0,0,0,48,0,0,0,0,0,1.760000,14.042964,0.000000,0.113636,0.000000,0.000000,0.247741,0.000000,0.545455,0.000000,0.000000,0.000000,0.020000,0.159579
mean_ensemble_policy,nominal_disagreement,0,mobile_navigation_under_sensor_noise,multi_modal_valid_plans,88,0,0,0,88,0,66,0,0,0,0,0,1.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.230857,0.000000,0.750000,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,0,mobile_navigation_under_sensor_noise,sensor_corruption,88,4,88,0,0,0,48,0,0,0,0,0,1.760000,9.507428,0.000000,0.045455,0.000000,0.000000,0.302691,0.000000,0.545455,0.000000,0.000000,0.000000,0.020000,0.108039
mean_ensemble_policy,nominal_disagreement,0,mobile_navigation_under_sensor_noise,controller_instability,88,13,88,0,0,0,52,0,0,0,0,0,1.760000,22.024156,0.000000,0.147727,0.000000,0.000000,0.212103,0.000000,0.590909,0.000000,0.000000,0.000000,0.020000,0.250274
mean_ensemble_policy,nominal_disagreement,0,legged_locomotion_disturbance,epistemic_unknown,88,12,88,0,0,0,47,0,0,0,0,0,1.760000,11.192147,0.000000,0.136364,0.000000,0.000000,0.284472,0.000000,0.534091,0.000000,0.000000,0.000000,0.020000,0.127183
mean_ensemble_policy,nominal_disagreement,0,legged_locomotion_disturbance,aleatoric_sensor_noise,88,2,0,0,88,0,48,0,0,0,0,0,1.760000,0.162781,0.000000,0.022727,0.000000,0.000000,0.284860,0.000000,0.545455,0.000000,0.000000,0.000000,0.020000,0.001850
mean_ensemble_policy,nominal_disagreement,0,legged_locomotion_disturbance,model_misspecification,88,6,88,0,0,0,49,0,0,0,0,0,1.760000,16.386782,0.000000,0.068182,0.000000,0.000000,0.251360,0.000000,0.556818,0.000000,0.000000,0.000000,0.020000,0.186213
mean_ensemble_policy,nominal_disagreement,0,legged_locomotion_disturbance,out_of_distribution_action,88,3,88,0,0,0,43,0,0,0,0,0,1.760000,16.898327,0.000000,0.034091,0.000000,0.000000,0.292819,0.000000,0.488636,0.000000,0.000000,0.000000,0.020000,0.192026
mean_ensemble_policy,nominal_disagreement,0,legged_locomotion_disturbance,multi_modal_valid_plans,88,0,0,0,88,0,62,0,0,0,0,0,1.760000,0.054739,0.000000,0.000000,0.000000,0.000000,0.188605,0.000000,0.704545,0.000000,0.000000,0.000000,0.020000,0.000622
mean_ensemble_policy,nominal_disagreement,0,legged_locomotion_disturbance,sensor_corruption,88,5,88,0,0,0,47,0,0,0,0,0,1.760000,12.937076,0.000000,0.056818,0.000000,0.000000,0.278373,0.000000,0.534091,0.000000,0.000000,0.000000,0.020000,0.147012
mean_ensemble_policy,nominal_disagreement,0,legged_locomotion_disturbance,controller_instability,88,4,88,0,0,0,45,0,0,0,0,0,1.760000,25.950876,0.000000,0.045455,0.000000,0.000000,0.276035,0.000000,0.511364,0.000000,0.000000,0.000000,0.020000,0.294896
mean_ensemble_policy,nominal_disagreement,1,bimanual_manipulation_failure_detection,epistemic_unknown,88,11,88,0,0,0,50,0,0,0,0,0,1.760000,9.597451,0.000000,0.125000,0.000000,0.000000,0.242593,0.000000,0.568182,0.000000,0.000000,0.000000,0.020000,0.109062
mean_ensemble_policy,nominal_disagreement,1,bimanual_manipulation_failure_detection,aleatoric_sensor_noise,88,2,0,0,88,0,63,0,0,0,0,0,1.760000,0.000000,0.000000,0.022727,0.000000,0.000000,0.164842,0.000000,0.715909,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,1,bimanual_manipulation_failure_detection,model_misspecification,88,3,88,0,0,0,41,0,0,0,0,0,1.760000,16.184326,0.000000,0.034091,0.000000,0.000000,0.301130,0.000000,0.465909,0.000000,0.000000,0.000000,0.020000,0.183913
mean_ensemble_policy,nominal_disagreement,1,bimanual_manipulation_failure_detection,out_of_distribution_action,88,3,88,0,0,0,40,0,0,0,0,0,1.760000,15.048475,0.000000,0.034091,0.000000,0.000000,0.338425,0.000000,0.454545,0.000000,0.000000,0.000000,0.020000,0.171005
mean_ensemble_policy,nominal_disagreement,1,bimanual_manipulation_failure_detection,multi_modal_valid_plans,88,0,0,0,88,0,58,0,0,0,0,0,1.760000,0.008206,0.000000,0.000000,0.000000,0.000000,0.241974,0.000000,0.659091,0.000000,0.000000,0.000000,0.020000,0.000093
mean_ensemble_policy,nominal_disagreement,1,bimanual_manipulation_failure_detection,sensor_corruption,88,1,88,0,0,0,44,0,0,0,0,0,1.760000,10.670636,0.000000,0.011364,0.000000,0.000000,0.300863,0.000000,0.500000,0.000000,0.000000,0.000000,0.020000,0.121257
mean_ensemble_policy,nominal_disagreement,1,bimanual_manipulation_failure_detection,controller_instability,88,11,88,0,0,0,50,0,0,0,0,0,1.760000,23.967127,0.000000,0.125000,0.000000,0.000000,0.253629,0.000000,0.568182,0.000000,0.000000,0.000000,0.020000,0.272354
mean_ensemble_policy,nominal_disagreement,1,contact_rich_pick_and_place,epistemic_unknown,88,7,88,0,0,0,50,0,0,0,0,0,1.760000,7.927818,0.000000,0.079545,0.000000,0.000000,0.273188,0.000000,0.568182,0.000000,0.000000,0.000000,0.020000,0.090089
mean_ensemble_policy,nominal_disagreement,1,contact_rich_pick_and_place,aleatoric_sensor_noise,88,0,0,0,88,0,62,0,0,0,0,0,1.760000,0.024658,0.000000,0.000000,0.000000,0.000000,0.193045,0.000000,0.704545,0.000000,0.000000,0.000000,0.020000,0.000280
mean_ensemble_policy,nominal_disagreement,1,contact_rich_pick_and_place,model_misspecification,88,2,88,0,0,0,50,0,0,0,0,0,1.760000,15.247081,0.000000,0.022727,0.000000,0.000000,0.206417,0.000000,0.568182,0.000000,0.000000,0.000000,0.020000,0.173262
mean_ensemble_policy,nominal_disagreement,1,contact_rich_pick_and_place,out_of_distribution_action,88,7,88,0,0,0,41,0,0,0,0,0,1.760000,15.575263,0.000000,0.079545,0.000000,0.000000,0.300235,0.000000,0.465909,0.000000,0.000000,0.000000,0.020000,0.176992
mean_ensemble_policy,nominal_disagreement,1,contact_rich_pick_and_place,multi_modal_valid_plans,88,0,0,0,88,0,59,0,0,0,0,0,1.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200908,0.000000,0.670455,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,1,contact_rich_pick_and_place,sensor_corruption,88,2,88,0,0,0,53,0,0,0,0,0,1.760000,10.014345,0.000000,0.022727,0.000000,0.000000,0.179230,0.000000,0.602273,0.000000,0.000000,0.000000,0.020000,0.113799
mean_ensemble_policy,nominal_disagreement,1,contact_rich_pick_and_place,controller_instability,88,6,88,0,0,0,35,0,0,0,0,0,1.760000,23.043059,0.000000,0.068182,0.000000,0.000000,0.383429,0.000000,0.397727,0.000000,0.000000,0.000000,0.020000,0.261853
mean_ensemble_policy,nominal_disagreement,1,deformable_object_handling,epistemic_unknown,88,9,88,0,0,0,49,0,0,0,0,0,1.760000,8.989287,0.000000,0.102273,0.000000,0.000000,0.267098,0.000000,0.556818,0.000000,0.000000,0.000000,0.020000,0.102151
mean_ensemble_policy,nominal_disagreement,1,deformable_object_handling,aleatoric_sensor_noise,88,1,0,0,88,0,50,0,0,0,0,0,1.760000,0.000000,0.000000,0.011364,0.000000,0.000000,0.373206,0.000000,0.568182,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,1,deformable_object_handling,model_misspecification,88,5,88,0,0,0,52,0,0,0,0,0,1.760000,14.766779,0.000000,0.056818,0.000000,0.000000,0.209201,0.000000,0.590909,0.000000,0.000000,0.000000,0.020000,0.167804
mean_ensemble_policy,nominal_disagreement,1,deformable_object_handling,out_of_distribution_action,88,11,88,0,0,0,49,0,0,0,0,0,1.760000,13.561757,0.000000,0.125000,0.000000,0.000000,0.184107,0.000000,0.556818,0.000000,0.000000,0.000000,0.020000,0.154111
mean_ensemble_policy,nominal_disagreement,1,deformable_object_handling,multi_modal_valid_plans,88,0,0,0,88,0,54,0,0,0,0,0,1.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.291295,0.000000,0.613636,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,1,deformable_object_handling,sensor_corruption,88,4,88,0,0,0,44,0,0,0,0,0,1.760000,9.857895,0.000000,0.045455,0.000000,0.000000,0.297421,0.000000,0.500000,0.000000,0.000000,0.000000,0.020000,0.112022
mean_ensemble_policy,nominal_disagreement,1,deformable_object_handling,controller_instability,88,4,88,0,0,0,34,0,0,0,0,0,1.760000,23.111052,0.000000,0.045455,0.000000,0.000000,0.387096,0.000000,0.386364,0.000000,0.000000,0.000000,0.020000,0.262626
mean_ensemble_policy,nominal_disagreement,1,mobile_navigation_under_sensor_noise,epistemic_unknown,88,12,88,0,0,0,52,0,0,0,0,0,1.760000,7.983137,0.000000,0.136364,0.000000,0.000000,0.258484,0.000000,0.590909,0.000000,0.000000,0.000000,0.020000,0.090717
mean_ensemble_policy,nominal_disagreement,1,mobile_navigation_under_sensor_noise,aleatoric_sensor_noise,88,2,0,0,88,0,66,0,0,0,0,0,1.760000,0.000000,0.000000,0.022727,0.000000,0.000000,0.142193,0.000000,0.750000,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,1,mobile_navigation_under_sensor_noise,model_misspecification,88,8,88,0,0,0,50,0,0,0,0,0,1.760000,13.930118,0.000000,0.090909,0.000000,0.000000,0.267484,0.000000,0.568182,0.000000,0.000000,0.000000,0.020000,0.158297
mean_ensemble_policy,nominal_disagreement,1,mobile_navigation_under_sensor_noise,out_of_distribution_action,88,10,88,0,0,0,39,0,0,0,0,0,1.760000,13.803556,0.000000,0.113636,0.000000,0.000000,0.375647,0.000000,0.443182,0.000000,0.000000,0.000000,0.020000,0.156859
mean_ensemble_policy,nominal_disagreement,1,mobile_navigation_under_sensor_noise,multi_modal_valid_plans,88,0,0,0,88,0,56,0,0,0,0,0,1.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.223007,0.000000,0.636364,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,1,mobile_navigation_under_sensor_noise,sensor_corruption,88,6,88,0,0,0,51,0,0,0,0,0,1.760000,8.896011,0.000000,0.068182,0.000000,0.000000,0.212448,0.000000,0.579545,0.000000,0.000000,0.000000,0.020000,0.101091
mean_ensemble_policy,nominal_disagreement,1,mobile_navigation_under_sensor_noise,controller_instability,88,8,88,0,0,0,40,0,0,0,0,0,1.760000,21.969293,0.000000,0.090909,0.000000,0.000000,0.331227,0.000000,0.454545,0.000000,0.000000,0.000000,0.020000,0.249651
mean_ensemble_policy,nominal_disagreement,1,legged_locomotion_disturbance,epistemic_unknown,88,2,88,0,0,0,45,0,0,0,0,0,1.760000,10.455757,0.000000,0.022727,0.000000,0.000000,0.282120,0.000000,0.511364,0.000000,0.000000,0.000000,0.020000,0.118815
mean_ensemble_policy,nominal_disagreement,1,legged_locomotion_disturbance,aleatoric_sensor_noise,88,1,0,0,88,0,56,0,0,0,0,0,1.760000,0.128918,0.000000,0.011364,0.000000,0.000000,0.216327,0.000000,0.636364,0.000000,0.000000,0.000000,0.020000,0.001465
mean_ensemble_policy,nominal_disagreement,1,legged_locomotion_disturbance,model_misspecification,88,6,88,0,0,0,41,0,0,0,0,0,1.760000,17.542446,0.000000,0.068182,0.000000,0.000000,0.306646,0.000000,0.465909,0.000000,0.000000,0.000000,0.020000,0.199346
mean_ensemble_policy,nominal_disagreement,1,legged_locomotion_disturbance,out_of_distribution_action,88,9,88,0,0,0,40,0,0,0,0,0,1.760000,17.565891,0.000000,0.102273,0.000000,0.000000,0.283542,0.000000,0.454545,0.000000,0.000000,0.000000,0.020000,0.199612
mean_ensemble_policy,nominal_disagreement,1,legged_locomotion_disturbance,multi_modal_valid_plans,88,0,0,0,88,0,59,0,0,0,0,0,1.760000,0.000295,0.000000,0.000000,0.000000,0.000000,0.206501,0.000000,0.670455,0.000000,0.000000,0.000000,0.020000,0.000003
mean_ensemble_policy,nominal_disagreement,1,legged_locomotion_disturbance,sensor_corruption,88,2,88,0,0,0,54,0,0,0,0,0,1.760000,12.303125,0.000000,0.022727,0.000000,0.000000,0.230117,0.000000,0.613636,0.000000,0.000000,0.000000,0.020000,0.139808
mean_ensemble_policy,nominal_disagreement,1,legged_locomotion_disturbance,controller_instability,88,8,88,0,0,0,35,0,0,0,0,0,1.760000,25.673060,0.000000,0.090909,0.000000,0.000000,0.345169,0.000000,0.397727,0.000000,0.000000,0.000000,0.020000,0.291739
mean_ensemble_policy,nominal_disagreement,2,bimanual_manipulation_failure_detection,epistemic_unknown,88,6,88,0,0,0,47,0,0,0,0,0,1.760000,10.168111,0.000000,0.068182,0.000000,0.000000,0.324135,0.000000,0.534091,0.000000,0.000000,0.000000,0.020000,0.115547
mean_ensemble_policy,nominal_disagreement,2,bimanual_manipulation_failure_detection,aleatoric_sensor_noise,88,2,0,0,88,0,62,0,0,0,0,0,1.760000,0.014134,0.000000,0.022727,0.000000,0.000000,0.218612,0.000000,0.704545,0.000000,0.000000,0.000000,0.020000,0.000161
mean_ensemble_policy,nominal_disagreement,2,bimanual_manipulation_failure_detection,model_misspecification,88,4,88,0,0,0,31,0,0,0,0,0,1.760000,16.342567,0.000000,0.045455,0.000000,0.000000,0.435585,0.000000,0.352273,0.000000,0.000000,0.000000,0.020000,0.185711
mean_ensemble_policy,nominal_disagreement,2,bimanual_manipulation_failure_detection,out_of_distribution_action,88,6,88,0,0,0,44,0,0,0,0,0,1.760000,16.145564,0.000000,0.068182,0.000000,0.000000,0.273519,0.000000,0.500000,0.000000,0.000000,0.000000,0.020000,0.183472
mean_ensemble_policy,nominal_disagreement,2,bimanual_manipulation_failure_detection,multi_modal_valid_plans,88,0,0,0,88,0,54,0,0,0,0,0,1.760000,0.044896,0.000000,0.000000,0.000000,0.000000,0.231782,0.000000,0.613636,0.000000,0.000000,0.000000,0.020000,0.000510
mean_ensemble_policy,nominal_disagreement,2,bimanual_manipulation_failure_detection,sensor_corruption,88,2,88,0,0,0,42,0,0,0,0,0,1.760000,10.592597,0.000000,0.022727,0.000000,0.000000,0.317370,0.000000,0.477273,0.000000,0.000000,0.000000,0.020000,0.120370
mean_ensemble_policy,nominal_disagreement,2,bimanual_manipulation_failure_detection,controller_instability,88,8,88,0,0,0,50,0,0,0,0,0,1.760000,24.261577,0.000000,0.090909,0.000000,0.000000,0.229932,0.000000,0.568182,0.000000,0.000000,0.000000,0.020000,0.275700
mean_ensemble_policy,nominal_disagreement,2,contact_rich_pick_and_place,epistemic_unknown,88,7,88,0,0,0,46,0,0,0,0,0,1.760000,8.904444,0.000000,0.079545,0.000000,0.000000,0.355604,0.000000,0.522727,0.000000,0.000000,0.000000,0.020000,0.101187
mean_ensemble_policy,nominal_disagreement,2,contact_rich_pick_and_place,aleatoric_sensor_noise,88,0,0,0,88,0,55,0,0,0,0,0,1.760000,0.017524,0.000000,0.000000,0.000000,0.000000,0.305477,0.000000,0.625000,0.000000,0.000000,0.000000,0.020000,0.000199
mean_ensemble_policy,nominal_disagreement,2,contact_rich_pick_and_place,model_misspecification,88,1,88,0,0,0,47,0,0,0,0,0,1.760000,16.082383,0.000000,0.011364,0.000000,0.000000,0.232027,0.000000,0.534091,0.000000,0.000000,0.000000,0.020000,0.182754
mean_ensemble_policy,nominal_disagreement,2,contact_rich_pick_and_place,out_of_distribution_action,88,7,88,0,0,0,42,0,0,0,0,0,1.760000,15.112370,0.000000,0.079545,0.000000,0.000000,0.300017,0.000000,0.477273,0.000000,0.000000,0.000000,0.020000,0.171731
mean_ensemble_policy,nominal_disagreement,2,contact_rich_pick_and_place,multi_modal_valid_plans,88,0,0,0,88,0,57,0,0,0,0,0,1.760000,0.033450,0.000000,0.000000,0.000000,0.000000,0.209572,0.000000,0.647727,0.000000,0.000000,0.000000,0.020000,0.000380
mean_ensemble_policy,nominal_disagreement,2,contact_rich_pick_and_place,sensor_corruption,88,0,88,0,0,0,44,0,0,0,0,0,1.760000,9.351231,0.000000,0.000000,0.000000,0.000000,0.305599,0.000000,0.500000,0.000000,0.000000,0.000000,0.020000,0.106264
mean_ensemble_policy,nominal_disagreement,2,contact_rich_pick_and_place,controller_instability,88,5,88,0,0,0,44,0,0,0,0,0,1.760000,22.182382,0.000000,0.056818,0.000000,0.000000,0.323345,0.000000,0.500000,0.000000,0.000000,0.000000,0.020000,0.252073
mean_ensemble_policy,nominal_disagreement,2,deformable_object_handling,epistemic_unknown,88,5,88,0,0,0,57,0,0,0,0,0,1.760000,8.621108,0.000000,0.056818,0.000000,0.000000,0.229918,0.000000,0.647727,0.000000,0.000000,0.000000,0.020000,0.097967
mean_ensemble_policy,nominal_disagreement,2,deformable_object_handling,aleatoric_sensor_noise,88,2,0,0,88,0,47,0,0,0,0,0,1.760000,0.007637,0.000000,0.022727,0.000000,0.000000,0.332746,0.000000,0.534091,0.000000,0.000000,0.000000,0.020000,0.000087
mean_ensemble_policy,nominal_disagreement,2,deformable_object_handling,model_misspecification,88,6,88,0,0,0,42,0,0,0,0,0,1.760000,14.859860,0.000000,0.068182,0.000000,0.000000,0.293263,0.000000,0.477273,0.000000,0.000000,0.000000,0.020000,0.168862
mean_ensemble_policy,nominal_disagreement,2,deformable_object_handling,out_of_distribution_action,88,6,88,0,0,0,43,0,0,0,0,0,1.760000,13.783609,0.000000,0.068182,0.000000,0.000000,0.320336,0.000000,0.488636,0.000000,0.000000,0.000000,0.020000,0.156632
mean_ensemble_policy,nominal_disagreement,2,deformable_object_handling,multi_modal_valid_plans,88,0,0,0,88,0,57,0,0,0,0,0,1.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211906,0.000000,0.647727,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,2,deformable_object_handling,sensor_corruption,88,2,88,0,0,0,47,0,0,0,0,0,1.760000,9.778513,0.000000,0.022727,0.000000,0.000000,0.279331,0.000000,0.534091,0.000000,0.000000,0.000000,0.020000,0.111119
mean_ensemble_policy,nominal_disagreement,2,deformable_object_handling,controller_instability,88,8,88,0,0,0,33,0,0,0,0,0,1.760000,22.843257,0.000000,0.090909,0.000000,0.000000,0.390592,0.000000,0.375000,0.000000,0.000000,0.000000,0.020000,0.259582
mean_ensemble_policy,nominal_disagreement,2,mobile_navigation_under_sensor_noise,epistemic_unknown,88,10,88,0,0,0,56,0,0,0,0,0,1.760000,8.430697,0.000000,0.113636,0.000000,0.000000,0.206609,0.000000,0.636364,0.000000,0.000000,0.000000,0.020000,0.095803
mean_ensemble_policy,nominal_disagreement,2,mobile_navigation_under_sensor_noise,aleatoric_sensor_noise,88,4,0,0,88,0,61,0,0,0,0,0,1.760000,0.052809,0.000000,0.045455,0.000000,0.000000,0.211000,0.000000,0.693182,0.000000,0.000000,0.000000,0.020000,0.000600
mean_ensemble_policy,nominal_disagreement,2,mobile_navigation_under_sensor_noise,model_misspecification,88,5,88,0,0,0,53,0,0,0,0,0,1.760000,13.834678,0.000000,0.056818,0.000000,0.000000,0.260910,0.000000,0.602273,0.000000,0.000000,0.000000,0.020000,0.157212
mean_ensemble_policy,nominal_disagreement,2,mobile_navigation_under_sensor_noise,out_of_distribution_action,88,12,88,0,0,0,49,0,0,0,0,0,1.760000,14.470419,0.000000,0.136364,0.000000,0.000000,0.274090,0.000000,0.556818,0.000000,0.000000,0.000000,0.020000,0.164437
mean_ensemble_policy,nominal_disagreement,2,mobile_navigation_under_sensor_noise,multi_modal_valid_plans,88,0,0,0,88,0,57,0,0,0,0,0,1.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.210625,0.000000,0.647727,0.000000,0.000000,0.000000,0.020000,0.000000
mean_ensemble_policy,nominal_disagreement,2,mobile_navigation_under_sensor_noise,sensor_corruption,88,4,88,0,0,0,45,0,0,0,0,0,1.760000,9.550149,0.000000,0.045455,0.000000,0.000000,0.331841,0.000000,0.511364,0.000000,0.000000,0.000000,0.020000,0.108524
