seed,method,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
1,recovery_first_policy,192,0.692713,0.016566,0.078578,0.004483,0.194444,0.024044,0.115451,0.043653,0.102431,0.028313,0.191632,0.006375,0.132266,0.018271,0.376723,0.020141,0.690104,0.038794,0.959201,0.014424
1,risk_bounded_typed_disagreement_protocol_v5,192,0.597677,0.011422,0.116807,0.005923,0.552951,0.027801,0.494792,0.049552,0.005208,0.004113,0.194069,0.007989,0.279562,0.019142,0.204662,0.017834,0.522569,0.051018,0.999132,0.001701
1,robust_mpc_fallback,192,0.623090,0.015546,0.099105,0.005993,0.155382,0.021177,0.217882,0.054396,0.085069,0.026204,0.165510,0.006389,0.210062,0.022600,0.279844,0.023017,0.617188,0.047887,0.957465,0.015113
1,typed_disagreement_protocol_v4,192,0.606385,0.014959,0.076114,0.002974,0.509549,0.029267,0.634549,0.056212,0.052083,0.020417,0.220736,0.007933,0.209736,0.016899,0.274488,0.018551,0.762153,0.050631,0.954861,0.013850
1,uncertainty_aware_mppi,192,0.639213,0.015833,0.110944,0.006346,0.294271,0.028053,0.250000,0.059092,0.038194,0.014058,0.157663,0.007147,0.203477,0.023847,0.284773,0.023826,0.529514,0.055799,1.000000,0.000000
1,variance_threshold_abstention,192,0.245946,0.019658,0.053923,0.008270,0.109375,0.019096,0.013889,0.010044,0.147569,0.043740,0.172755,0.007489,0.616665,0.028122,-0.132259,0.026569,0.739583,0.042243,0.369792,0.037249
1,worldbench_diagnostic_probe,192,0.536656,0.007179,0.088283,0.007499,0.465278,0.028116,0.387153,0.067418,0.204861,0.053887,0.257106,0.005552,0.321765,0.021100,0.162459,0.019764,0.891493,0.031987,1.000000,0.000000
2,bayesian_active_model_selection,192,0.574351,0.008965,0.122644,0.007246,0.421875,0.028636,0.457465,0.048862,0.032986,0.016581,0.164428,0.007519,0.295798,0.021766,0.189435,0.019568,0.517361,0.046776,1.000000,0.000000
2,conformal_risk_filter,192,0.248887,0.018466,0.052698,0.005300,0.194444,0.023055,0.056424,0.020541,0.138889,0.038849,0.192725,0.005772,0.626027,0.024689,-0.140793,0.023240,0.729167,0.033384,0.368924,0.032645
2,ensemble_forecasting_calibrator,192,0.551879,0.007160,0.137897,0.008765,0.325521,0.028777,0.253472,0.042745,0.060764,0.022273,0.122364,0.006831,0.322382,0.026535,0.162852,0.023265,0.439236,0.043305,1.000000,0.000000
2,failure_aware_rl_recovery,192,0.686436,0.017924,0.083782,0.005000,0.247396,0.027609,0.127604,0.045914,0.086806,0.025978,0.198451,0.007275,0.135813,0.020222,0.363200,0.022145,0.680556,0.044242,1.000000,0.000000
2,information_gain_probe_policy,192,0.534940,0.006691,0.116380,0.008008,0.424479,0.026732,0.320312,0.053993,0.096354,0.034067,0.215936,0.007857,0.357676,0.023775,0.127557,0.021230,0.620660,0.046541,0.999132,0.001701
2,mean_ensemble_policy,192,0.455753,0.012812,0.197981,0.011281,0.022569,0.009418,0.000000,0.000000,0.006944,0.004723,0.030146,0.002591,0.499235,0.036990,-0.013131,0.035715,0.055556,0.014135,0.944444,0.014135
2,oracle_disagreement_type,192,0.651558,0.016703,0.077801,0.001929,1.000000,0.000000,0.750000,0.061410,0.000000,0.000000,0.168120,0.009556,0.122522,0.015840,0.362712,0.017986,0.750000,0.061410,1.000000,0.000000
2,recovery_first_policy,192,0.682422,0.018407,0.078216,0.005459,0.193576,0.023389,0.117188,0.044681,0.101562,0.029433,0.191519,0.007161,0.145299,0.020941,0.364251,0.023530,0.687500,0.043657,0.945312,0.016391
2,risk_bounded_typed_disagreement_protocol_v5,192,0.595598,0.011055,0.117340,0.005692,0.559896,0.029752,0.494792,0.049080,0.007812,0.005548,0.194020,0.007800,0.283788,0.018531,0.201446,0.017265,0.520833,0.049174,0.999132,0.001701
2,robust_mpc_fallback,192,0.623736,0.016810,0.101819,0.006041,0.173611,0.023118,0.230035,0.057374,0.082465,0.026755,0.163468,0.006524,0.214272,0.024126,0.276713,0.024591,0.601562,0.049725,0.960938,0.013481
2,typed_disagreement_protocol_v4,192,0.611889,0.015184,0.076669,0.002847,0.493924,0.029681,0.644965,0.057285,0.044271,0.019558,0.219899,0.008178,0.204156,0.016753,0.281078,0.018651,0.758681,0.052618,0.962674,0.012462
2,uncertainty_aware_mppi,192,0.643355,0.016079,0.108707,0.006509,0.282986,0.024865,0.251736,0.060165,0.047743,0.017500,0.160112,0.007134,0.197470,0.024491,0.292121,0.024533,0.547743,0.055727,1.000000,0.000000
2,variance_threshold_abstention,192,0.251800,0.020616,0.053782,0.008328,0.117188,0.020189,0.018229,0.014940,0.153646,0.045767,0.173687,0.007532,0.610465,0.029206,-0.125029,0.027693,0.745660,0.042607,0.377604,0.038046
2,worldbench_diagnostic_probe,192,0.537970,0.006926,0.088723,0.007674,0.441840,0.031251,0.388021,0.066949,0.210069,0.054879,0.256645,0.005654,0.322105,0.021318,0.163128,0.019565,0.888889,0.032930,1.000000,0.000000
3,bayesian_active_model_selection,192,0.570568,0.008412,0.127737,0.007477,0.418403,0.028847,0.444444,0.047845,0.032118,0.018676,0.160033,0.007347,0.307899,0.022023,0.177524,0.019821,0.489583,0.045685,1.000000,0.000000
3,conformal_risk_filter,192,0.247307,0.017083,0.054861,0.005179,0.167535,0.021778,0.058160,0.021953,0.148438,0.040031,0.191901,0.005000,0.632169,0.023465,-0.146746,0.021758,0.723090,0.029099,0.368056,0.029332
3,ensemble_forecasting_calibrator,192,0.549153,0.008205,0.137908,0.008600,0.329861,0.028743,0.234375,0.041586,0.052083,0.020130,0.119815,0.006616,0.325064,0.026908,0.160358,0.023941,0.423611,0.043278,0.993056,0.004723
3,failure_aware_rl_recovery,192,0.683505,0.018668,0.083508,0.005108,0.247396,0.025980,0.126736,0.046871,0.084201,0.027716,0.197307,0.007657,0.136944,0.021152,0.361673,0.023115,0.677951,0.046282,1.000000,0.000000
3,information_gain_probe_policy,192,0.537049,0.007079,0.115783,0.008384,0.419271,0.029247,0.325521,0.054602,0.098958,0.036519,0.216357,0.008379,0.354929,0.024449,0.130493,0.021812,0.624132,0.050156,0.998264,0.002400
3,mean_ensemble_policy,192,0.454615,0.013156,0.194867,0.011127,0.016493,0.007058,0.000000,0.000000,0.011285,0.007261,0.031763,0.003049,0.496950,0.036364,-0.010458,0.035140,0.064236,0.016668,0.935764,0.016668
3,oracle_disagreement_type,192,0.652570,0.016457,0.077556,0.001878,1.000000,0.000000,0.750000,0.061410,0.000000,0.000000,0.168120,0.009556,0.121160,0.015676,0.364263,0.017573,0.750000,0.061410,1.000000,0.000000
3,recovery_first_policy,192,0.690644,0.016759,0.076565,0.004742,0.184028,0.022236,0.110243,0.042303,0.111979,0.031837,0.194006,0.006608,0.134441,0.018746,0.375894,0.020660,0.703993,0.040200,0.952257,0.015376
3,risk_bounded_typed_disagreement_protocol_v5,192,0.594228,0.011576,0.120885,0.006195,0.515625,0.028356,0.473090,0.050025,0.008681,0.005780,0.190195,0.007856,0.290278,0.020516,0.195144,0.019047,0.493924,0.049403,1.000000,0.000000
3,robust_mpc_fallback,192,0.617435,0.015542,0.102399,0.005846,0.167535,0.023076,0.215278,0.053718,0.078125,0.024113,0.162587,0.006187,0.222098,0.022322,0.268607,0.022687,0.593750,0.046129,0.955729,0.014818
3,typed_disagreement_protocol_v4,192,0.605844,0.015799,0.076055,0.003171,0.517361,0.030415,0.624132,0.056692,0.052083,0.020559,0.219328,0.007914,0.211314,0.018260,0.274108,0.019992,0.756076,0.051168,0.950521,0.015454
3,uncertainty_aware_mppi,192,0.635654,0.016163,0.114020,0.006946,0.276910,0.024896,0.248264,0.058298,0.039931,0.015725,0.155467,0.007213,0.213429,0.025341,0.275984,0.025539,0.511285,0.056218,1.000000,0.000000
3,variance_threshold_abstention,192,0.244444,0.020128,0.053397,0.008139,0.111979,0.018398,0.010417,0.007484,0.149306,0.045065,0.173202,0.007521,0.619075,0.028784,-0.133490,0.027441,0.742188,0.042461,0.367188,0.038108
3,worldbench_diagnostic_probe,192,0.542026,0.006783,0.087769,0.007548,0.436632,0.029705,0.399306,0.066984,0.207465,0.054627,0.256822,0.005630,0.316264,0.020895,0.169158,0.019157,0.890625,0.032604,1.000000,0.000000
4,bayesian_active_model_selection,192,0.576678,0.009186,0.122412,0.007462,0.386285,0.026295,0.467014,0.049981,0.027778,0.014340,0.163659,0.007529,0.292475,0.022565,0.192620,0.020508,0.516493,0.047308,0.999132,0.001701
4,conformal_risk_filter,192,0.252328,0.018883,0.053227,0.005271,0.184896,0.021759,0.055556,0.019942,0.136285,0.038243,0.192087,0.005734,0.621638,0.025711,-0.136543,0.024174,0.727431,0.033010,0.375868,0.033709
4,ensemble_forecasting_calibrator,192,0.548096,0.008746,0.137818,0.008483,0.342882,0.026226,0.244792,0.043884,0.056424,0.020111,0.120472,0.006567,0.326629,0.027263,0.158466,0.024099,0.425347,0.043070,0.990451,0.006000
4,failure_aware_rl_recovery,192,0.681957,0.018482,0.083854,0.005232,0.224826,0.025623,0.125000,0.045645,0.082465,0.025757,0.197198,0.007517,0.138738,0.021228,0.359439,0.023134,0.678819,0.045930,1.000000,0.000000
4,information_gain_probe_policy,192,0.538700,0.006915,0.113516,0.007981,0.418403,0.031268,0.332465,0.054346,0.098958,0.034385,0.217710,0.007846,0.348908,0.023780,0.136187,0.021275,0.635417,0.047557,0.998264,0.002400
4,mean_ensemble_policy,192,0.459548,0.012519,0.200236,0.011462,0.017361,0.007220,0.000000,0.000000,0.008681,0.005252,0.028570,0.002353,0.497431,0.037207,-0.011283,0.036110,0.046875,0.012858,0.953125,0.012858
4,oracle_disagreement_type,192,0.652230,0.016509,0.077704,0.001888,1.000000,0.000000,0.750000,0.061410,0.000000,0.000000,0.168120,0.009556,0.121498,0.015691,0.363597,0.017689,0.750000,0.061410,1.000000,0.000000
4,recovery_first_policy,192,0.688762,0.016850,0.077560,0.005144,0.195312,0.024084,0.117188,0.044420,0.108507,0.032078,0.192513,0.006972,0.137108,0.018827,0.372676,0.021022,0.694444,0.042566,0.951389,0.014838
4,risk_bounded_typed_disagreement_protocol_v5,192,0.596336,0.010425,0.115840,0.005834,0.523438,0.030285,0.506944,0.051393,0.006076,0.004430,0.195864,0.008146,0.281093,0.018297,0.204002,0.016746,0.528646,0.050871,0.998264,0.002400
4,robust_mpc_fallback,192,0.637156,0.014224,0.099495,0.005338,0.168403,0.022370,0.225694,0.056109,0.076389,0.024464,0.165335,0.006161,0.193160,0.020984,0.297377,0.020997,0.622396,0.047195,0.976562,0.008897
4,typed_disagreement_protocol_v4,192,0.611355,0.015264,0.076194,0.003186,0.509549,0.030533,0.638021,0.057224,0.052951,0.023241,0.220453,0.008061,0.204659,0.017310,0.280436,0.019249,0.763021,0.051708,0.959201,0.012935
4,uncertainty_aware_mppi,192,0.641225,0.015999,0.110164,0.006539,0.304688,0.027576,0.248264,0.060117,0.043403,0.017142,0.158757,0.007028,0.201496,0.024395,0.287734,0.024661,0.539931,0.055143,1.000000,0.000000
4,variance_threshold_abstention,192,0.252222,0.020457,0.053394,0.007939,0.117188,0.019752,0.014757,0.011250,0.157118,0.046541,0.174131,0.007384,0.609692,0.028488,-0.124446,0.027151,0.748264,0.041714,0.375868,0.037702
4,worldbench_diagnostic_probe,192,0.538932,0.006643,0.086259,0.007070,0.436632,0.028607,0.385417,0.066882,0.209201,0.054866,0.258569,0.005397,0.316931,0.020066,0.168165,0.018351,0.901042,0.031096,1.000000,0.000000
5,bayesian_active_model_selection,192,0.572152,0.009380,0.125025,0.007978,0.407986,0.030585,0.459201,0.050068,0.037326,0.018947,0.163545,0.007632,0.304224,0.023369,0.182615,0.021586,0.510417,0.047435,1.000000,0.000000
5,conformal_risk_filter,192,0.251924,0.016326,0.056388,0.005586,0.190972,0.022496,0.050347,0.019335,0.151042,0.040737,0.190868,0.005218,0.629313,0.022358,-0.142474,0.020973,0.719618,0.030970,0.378472,0.029145
5,ensemble_forecasting_calibrator,192,0.555684,0.007818,0.134479,0.008331,0.317708,0.028046,0.260417,0.045043,0.052951,0.019570,0.122793,0.006764,0.313537,0.025483,0.173302,0.022749,0.441840,0.043877,0.997396,0.002931
5,failure_aware_rl_recovery,192,0.684337,0.018523,0.084364,0.005310,0.231771,0.025514,0.128472,0.046213,0.087674,0.026639,0.197046,0.007532,0.139387,0.021581,0.360804,0.023395,0.672743,0.045923,1.000000,0.000000
5,information_gain_probe_policy,192,0.540477,0.006944,0.112950,0.008097,0.410590,0.031442,0.332465,0.055721,0.100694,0.036183,0.218470,0.008095,0.347780,0.023547,0.139059,0.021329,0.638021,0.048589,1.000000,0.000000
5,mean_ensemble_policy,192,0.462118,0.012815,0.198659,0.011677,0.014757,0.007135,0.000000,0.000000,0.008681,0.007529,0.028903,0.002612,0.493897,0.037105,-0.005858,0.036273,0.048611,0.014238,0.951389,0.014238
5,oracle_disagreement_type,192,0.653478,0.016537,0.077260,0.002035,1.000000,0.000000,0.750000,0.061410,0.000000,0.000000,0.168120,0.009556,0.121016,0.015735,0.365823,0.017966,0.750000,0.061410,1.000000,0.000000
5,recovery_first_policy,192,0.683977,0.016450,0.079992,0.005211,0.159722,0.023244,0.113715,0.043007,0.101562,0.030117,0.189269,0.006969,0.146018,0.019107,0.364812,0.021488,0.674479,0.042563,0.951389,0.013396
5,risk_bounded_typed_disagreement_protocol_v5,192,0.594587,0.011042,0.118232,0.006090,0.529514,0.030799,0.493056,0.049489,0.010417,0.007484,0.194048,0.007777,0.288387,0.019412,0.198452,0.018282,0.516493,0.048642,0.999132,0.001701
5,robust_mpc_fallback,192,0.623117,0.016283,0.100578,0.005794,0.164062,0.022692,0.222222,0.055451,0.086806,0.026422,0.164172,0.006028,0.214598,0.023373,0.277757,0.023890,0.608507,0.045633,0.958333,0.014272
5,typed_disagreement_protocol_v4,192,0.605879,0.015957,0.075908,0.003004,0.517361,0.027395,0.631944,0.056258,0.047743,0.020839,0.219522,0.007971,0.212699,0.018236,0.274140,0.020036,0.755208,0.051566,0.949653,0.014523
5,uncertainty_aware_mppi,192,0.643139,0.015309,0.109203,0.006324,0.282118,0.025466,0.243056,0.058589,0.051215,0.019214,0.159250,0.006792,0.199693,0.023222,0.291417,0.023612,0.542535,0.053251,1.000000,0.000000
5,variance_threshold_abstention,192,0.252409,0.020260,0.051372,0.007444,0.112847,0.018994,0.018229,0.011405,0.151042,0.045973,0.173711,0.007467,0.607553,0.028318,-0.120470,0.027270,0.745660,0.042196,0.371528,0.037057
5,worldbench_diagnostic_probe,192,0.544126,0.006654,0.085530,0.006821,0.473090,0.032095,0.396701,0.066533,0.202257,0.054326,0.257343,0.005581,0.311019,0.019119,0.175820,0.017773,0.894965,0.032219,1.000000,0.000000
6,bayesian_active_model_selection,192,0.579710,0.008287,0.121146,0.007066,0.398438,0.029825,0.467014,0.047656,0.032986,0.019032,0.164649,0.007496,0.288601,0.020570,0.197935,0.018773,0.519965,0.046662,1.000000,0.000000
6,conformal_risk_filter,192,0.258153,0.018424,0.057779,0.005451,0.180556,0.021622,0.052951,0.021686,0.136285,0.037552,0.187655,0.005564,0.620918,0.025255,-0.134382,0.023503,0.698785,0.032360,0.390625,0.032064
6,ensemble_forecasting_calibrator,192,0.555221,0.007605,0.135154,0.008543,0.347222,0.030260,0.255208,0.042742,0.052951,0.020011,0.122324,0.006826,0.315045,0.026439,0.171492,0.023434,0.439236,0.043972,0.996528,0.004149
6,failure_aware_rl_recovery,192,0.686215,0.018247,0.083590,0.004886,0.233507,0.024252,0.126736,0.046309,0.070312,0.023316,0.195589,0.007732,0.134554,0.020426,0.365405,0.022288,0.664931,0.047273,1.000000,0.000000
6,information_gain_probe_policy,192,0.539950,0.006746,0.114049,0.007856,0.427951,0.031321,0.320312,0.055007,0.086806,0.030223,0.216051,0.007802,0.348730,0.023962,0.137807,0.021635,0.621528,0.046900,1.000000,0.000000
6,mean_ensemble_policy,192,0.459020,0.013009,0.194949,0.011205,0.014757,0.007135,0.000000,0.000000,0.007812,0.005548,0.030919,0.002642,0.492460,0.037155,-0.004689,0.036028,0.059896,0.014495,0.940104,0.014495
6,oracle_disagreement_type,192,0.655431,0.016096,0.076827,0.001791,1.000000,0.000000,0.750000,0.061410,0.000000,0.000000,0.168120,0.009556,0.117810,0.015468,0.368727,0.017116,0.750000,0.061410,1.000000,0.000000
6,recovery_first_policy,192,0.692079,0.016268,0.081465,0.005480,0.188368,0.021828,0.118924,0.044849,0.102431,0.029520,0.187854,0.007148,0.137208,0.019242,0.373337,0.020841,0.666667,0.043624,0.963542,0.013303
6,risk_bounded_typed_disagreement_protocol_v5,192,0.598027,0.010946,0.117994,0.006313,0.519097,0.031522,0.493924,0.050163,0.006944,0.005304,0.193205,0.007958,0.283341,0.020232,0.203196,0.018903,0.515625,0.050150,1.000000,0.000000
6,robust_mpc_fallback,192,0.624469,0.014848,0.100507,0.005565,0.179688,0.022490,0.219618,0.054949,0.072049,0.022574,0.162710,0.006265,0.211014,0.021841,0.280863,0.022219,0.597222,0.047047,0.960938,0.013695
6,typed_disagreement_protocol_v4,192,0.611949,0.015462,0.078191,0.003211,0.523438,0.029703,0.627604,0.056639,0.042535,0.015865,0.216643,0.007921,0.206852,0.018186,0.279684,0.019933,0.741319,0.051894,0.960938,0.012817
6,uncertainty_aware_mppi,192,0.639485,0.015980,0.111375,0.006808,0.289062,0.029222,0.242188,0.058686,0.032986,0.014722,0.156095,0.007412,0.205240,0.024855,0.285193,0.025018,0.517361,0.057996,1.000000,0.000000
6,variance_threshold_abstention,192,0.253113,0.020104,0.054205,0.008363,0.131076,0.020629,0.018229,0.012845,0.151042,0.045078,0.172111,0.007633,0.610137,0.028006,-0.123352,0.026807,0.736111,0.043042,0.378472,0.037680
6,worldbench_diagnostic_probe,192,0.540376,0.006908,0.087410,0.007546,0.457465,0.029669,0.385417,0.067186,0.206597,0.054666,0.257137,0.005629,0.318458,0.021400,0.168078,0.019828,0.892361,0.032720,1.000000,0.000000
7,bayesian_active_model_selection,192,0.579404,0.009220,0.119862,0.007189,0.379340,0.029068,0.481771,0.049637,0.037326,0.020567,0.167709,0.007637,0.285900,0.021168,0.198311,0.019525,0.541667,0.047763,1.000000,0.000000
7,conformal_risk_filter,192,0.257702,0.017958,0.055065,0.004988,0.197917,0.025027,0.060764,0.023789,0.138889,0.037399,0.190400,0.005087,0.616330,0.024401,-0.132119,0.022788,0.717882,0.030173,0.384549,0.030173
7,ensemble_forecasting_calibrator,192,0.553525,0.007338,0.134190,0.008272,0.354167,0.028288,0.268229,0.043614,0.052951,0.020726,0.124519,0.006799,0.313830,0.025401,0.170381,0.022546,0.453125,0.044049,0.996528,0.003376
7,failure_aware_rl_recovery,192,0.683392,0.018226,0.082957,0.004914,0.236111,0.025340,0.128472,0.045960,0.084201,0.025644,0.198541,0.007331,0.135544,0.020376,0.361909,0.022193,0.688368,0.044930,1.000000,0.000000
7,information_gain_probe_policy,192,0.536027,0.007213,0.114384,0.008254,0.433160,0.030711,0.332465,0.056447,0.099826,0.034630,0.218961,0.007979,0.353293,0.024560,0.130918,0.022157,0.639757,0.047885,0.999132,0.001701
7,mean_ensemble_policy,192,0.453127,0.013769,0.195722,0.011298,0.013021,0.007203,0.000000,0.000000,0.005208,0.004768,0.031545,0.003066,0.498914,0.037696,-0.013484,0.036713,0.063368,0.016822,0.936632,0.016822
7,oracle_disagreement_type,192,0.651962,0.016421,0.077979,0.001859,1.000000,0.000000,0.750000,0.061410,0.000000,0.000000,0.168120,0.009556,0.121488,0.015717,0.362723,0.017536,0.750000,0.061410,1.000000,0.000000
7,recovery_first_policy,192,0.692230,0.016548,0.080028,0.005314,0.170139,0.022496,0.117188,0.044157,0.106771,0.030141,0.191093,0.006733,0.135094,0.019176,0.373810,0.021393,0.687500,0.041329,0.960938,0.013263
7,risk_bounded_typed_disagreement_protocol_v5,192,0.600055,0.011037,0.113576,0.005372,0.540799,0.030964,0.502604,0.049936,0.011285,0.006410,0.197188,0.007937,0.272437,0.017790,0.211774,0.016723,0.542535,0.050214,0.998264,0.002400
7,robust_mpc_fallback,192,0.624656,0.016128,0.102602,0.005946,0.158854,0.020225,0.227431,0.056589,0.079861,0.024239,0.163011,0.006150,0.212975,0.023451,0.276804,0.024015,0.600694,0.046464,0.963542,0.013303
7,typed_disagreement_protocol_v4,192,0.609157,0.014573,0.076248,0.002901,0.508681,0.030490,0.643229,0.056864,0.051215,0.019810,0.221033,0.007879,0.206498,0.016376,0.277713,0.018281,0.762153,0.050918,0.959201,0.013158
7,uncertainty_aware_mppi,192,0.644913,0.015709,0.107896,0.006190,0.295139,0.026532,0.253472,0.059921,0.045139,0.017389,0.160595,0.006989,0.193301,0.023417,0.295126,0.023625,0.553819,0.054533,1.000000,0.000000
7,variance_threshold_abstention,192,0.248461,0.019170,0.049814,0.006800,0.131076,0.023775,0.016493,0.011201,0.158854,0.045664,0.176985,0.006737,0.608491,0.027993,-0.124047,0.026258,0.764757,0.038315,0.368056,0.034188
7,worldbench_diagnostic_probe,192,0.538495,0.006682,0.086202,0.006823,0.451389,0.028219,0.392361,0.067157,0.210069,0.055196,0.259555,0.005025,0.317048,0.019758,0.167163,0.018279,0.907986,0.028822,1.000000,0.000000
8,bayesian_active_model_selection,192,0.581890,0.008994,0.118396,0.007082,0.402778,0.030067,0.484375,0.050150,0.036458,0.019659,0.167464,0.007641,0.282708,0.020953,0.204195,0.018874,0.538194,0.047943,1.000000,0.000000
8,conformal_risk_filter,192,0.256471,0.019185,0.055722,0.005814,0.188368,0.023621,0.060764,0.022010,0.140625,0.039835,0.189664,0.006007,0.621567,0.025349,-0.134664,0.023927,0.710938,0.034433,0.382812,0.034290
8,ensemble_forecasting_calibrator,192,0.550773,0.007794,0.138482,0.008382,0.325521,0.027110,0.243056,0.041423,0.046875,0.018594,0.118802,0.006485,0.325096,0.026434,0.161807,0.023521,0.413194,0.042609,0.994792,0.004113
