seed,method,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
8,failure_aware_rl_recovery,192,0.684880,0.018108,0.083337,0.004908,0.222222,0.023800,0.126736,0.046246,0.086806,0.026422,0.196948,0.007332,0.136492,0.020254,0.363676,0.022158,0.674479,0.044762,1.000000,0.000000
8,information_gain_probe_policy,192,0.537436,0.006503,0.115013,0.007700,0.413194,0.028025,0.312500,0.054773,0.093750,0.031970,0.215448,0.007842,0.353691,0.023011,0.133211,0.020617,0.616319,0.046356,0.998264,0.002400
8,mean_ensemble_policy,192,0.461195,0.013200,0.195879,0.011495,0.019097,0.008942,0.000000,0.000000,0.006944,0.005304,0.029985,0.002932,0.490755,0.037013,-0.002760,0.036065,0.054688,0.016032,0.945312,0.016032
8,oracle_disagreement_type,192,0.654116,0.016304,0.077047,0.001917,1.000000,0.000000,0.750000,0.061410,0.000000,0.000000,0.168120,0.009556,0.119974,0.015344,0.366928,0.017266,0.750000,0.061410,1.000000,0.000000
8,recovery_first_policy,192,0.688720,0.018086,0.077825,0.005208,0.186632,0.024259,0.116319,0.044302,0.105903,0.030917,0.191610,0.006854,0.138558,0.020181,0.372874,0.022814,0.689236,0.041871,0.952257,0.016822
8,risk_bounded_typed_disagreement_protocol_v5,192,0.600696,0.010830,0.114443,0.005862,0.549479,0.027404,0.497396,0.049878,0.007812,0.005548,0.195463,0.007915,0.274804,0.018691,0.212098,0.017483,0.529514,0.049791,1.000000,0.000000
8,robust_mpc_fallback,192,0.631130,0.015004,0.101941,0.005856,0.181424,0.021408,0.228299,0.056698,0.079861,0.024597,0.161901,0.006282,0.205140,0.021653,0.287226,0.021906,0.594618,0.047737,0.971354,0.010966
8,typed_disagreement_protocol_v4,192,0.607830,0.015079,0.076728,0.003295,0.488715,0.027723,0.623264,0.056498,0.052083,0.019543,0.218788,0.007827,0.211146,0.017476,0.275757,0.019448,0.750868,0.050603,0.953993,0.013897
8,uncertainty_aware_mppi,192,0.641926,0.015829,0.109837,0.006450,0.304688,0.026057,0.249132,0.059875,0.039931,0.015539,0.157645,0.007242,0.200918,0.024049,0.289934,0.023986,0.529514,0.056730,1.000000,0.000000
8,variance_threshold_abstention,192,0.257762,0.020914,0.052267,0.007535,0.125000,0.018372,0.010417,0.007484,0.144965,0.044865,0.172710,0.007658,0.600645,0.029571,-0.113521,0.027973,0.740451,0.043268,0.384549,0.038556
8,worldbench_diagnostic_probe,192,0.540113,0.006761,0.087055,0.007150,0.435764,0.027584,0.386285,0.067712,0.201389,0.054684,0.256680,0.005883,0.317987,0.020149,0.168915,0.018624,0.889757,0.034244,1.000000,0.000000
9,bayesian_active_model_selection,192,0.578589,0.008278,0.119708,0.006905,0.408854,0.029327,0.481771,0.048869,0.032118,0.018520,0.167163,0.007545,0.287191,0.020291,0.198217,0.018133,0.536458,0.047421,1.000000,0.000000
9,conformal_risk_filter,192,0.256701,0.019307,0.058515,0.006074,0.194444,0.023431,0.052083,0.021255,0.138889,0.039370,0.187641,0.006072,0.623042,0.025637,-0.137634,0.024269,0.697917,0.034677,0.389757,0.034582
9,ensemble_forecasting_calibrator,192,0.548392,0.007616,0.139610,0.008527,0.316840,0.028905,0.244792,0.041568,0.040799,0.015773,0.119226,0.006691,0.328381,0.026594,0.157027,0.023671,0.416667,0.043155,0.996528,0.003376
9,failure_aware_rl_recovery,192,0.684038,0.018450,0.084351,0.005109,0.210069,0.025586,0.125868,0.046576,0.083333,0.026316,0.197331,0.007434,0.138575,0.021026,0.360334,0.023045,0.676215,0.045273,1.000000,0.000000
9,information_gain_probe_policy,192,0.538864,0.006948,0.112831,0.007894,0.431424,0.027532,0.340278,0.055582,0.088542,0.032177,0.218440,0.008008,0.348061,0.024162,0.137347,0.021592,0.638889,0.048389,0.998264,0.002400
9,mean_ensemble_policy,192,0.452946,0.013488,0.195580,0.011308,0.018229,0.007762,0.000000,0.000000,0.007812,0.005548,0.031884,0.002924,0.500626,0.037398,-0.013972,0.036368,0.065104,0.015975,0.934896,0.015975
9,oracle_disagreement_type,192,0.652504,0.016484,0.077682,0.001907,1.000000,0.000000,0.750000,0.061410,0.000000,0.000000,0.168120,0.009556,0.121490,0.015829,0.363918,0.017823,0.750000,0.061410,1.000000,0.000000
9,recovery_first_policy,192,0.693058,0.016054,0.078336,0.004935,0.173611,0.022220,0.116319,0.044038,0.110243,0.031128,0.192220,0.006614,0.132986,0.018430,0.377188,0.020076,0.693576,0.040150,0.959201,0.013805
9,risk_bounded_typed_disagreement_protocol_v5,192,0.592487,0.010245,0.119035,0.005734,0.544271,0.028618,0.492188,0.048266,0.006076,0.005044,0.193492,0.007809,0.290242,0.018188,0.195167,0.016886,0.513889,0.048748,1.000000,0.000000
9,robust_mpc_fallback,192,0.625006,0.016876,0.097479,0.005572,0.157118,0.020918,0.227431,0.056743,0.078993,0.024476,0.167244,0.006035,0.207364,0.023561,0.283743,0.024548,0.631076,0.045653,0.955729,0.014818
9,typed_disagreement_protocol_v4,192,0.614056,0.015315,0.076720,0.002857,0.522569,0.028772,0.651042,0.057249,0.041667,0.017728,0.219246,0.008126,0.201439,0.017528,0.283969,0.019346,0.756076,0.052736,0.964410,0.012092
9,uncertainty_aware_mppi,192,0.643596,0.015819,0.107876,0.006375,0.292535,0.025041,0.248264,0.059484,0.043403,0.016091,0.160953,0.007013,0.195976,0.023756,0.293603,0.024099,0.556424,0.054667,1.000000,0.000000
9,variance_threshold_abstention,192,0.254872,0.020446,0.052742,0.007988,0.104167,0.018451,0.019097,0.012475,0.141493,0.044043,0.173174,0.007661,0.604403,0.029066,-0.118736,0.027655,0.743056,0.043278,0.380208,0.037945
9,worldbench_diagnostic_probe,192,0.540332,0.006382,0.087888,0.007477,0.464410,0.028042,0.393229,0.066903,0.203125,0.054288,0.256673,0.005851,0.318102,0.020688,0.167307,0.018897,0.890625,0.034087,1.000000,0.000000
