seed,method,stress_level,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
5,bayesian_active_model_selection,0.560000,48,0.598750,0.017061,0.105005,0.013348,0.447917,0.069566,0.569444,0.110826,0.027778,0.031266,0.177795,0.016763,0.249442,0.037477,0.243282,0.033982,0.625000,0.107211,1.000000,0.000000
5,bayesian_active_model_selection,0.670000,48,0.581559,0.019701,0.115539,0.016377,0.427083,0.062964,0.534722,0.110023,0.027778,0.020247,0.173893,0.016482,0.279012,0.047530,0.205648,0.044652,0.579861,0.103844,1.000000,0.000000
5,bayesian_active_model_selection,0.780000,48,0.578533,0.017952,0.113480,0.012849,0.354167,0.045230,0.562500,0.107706,0.034722,0.025657,0.179171,0.015688,0.267563,0.038099,0.203459,0.032488,0.607639,0.097015,1.000000,0.000000
5,bayesian_active_model_selection,0.890000,48,0.579620,0.017834,0.110854,0.012493,0.371528,0.067554,0.572917,0.105613,0.048611,0.036339,0.185079,0.014743,0.256095,0.036060,0.206186,0.032068,0.635417,0.089491,1.000000,0.000000
5,bayesian_active_model_selection,1.000000,48,0.572398,0.021447,0.109015,0.011467,0.409722,0.050501,0.576389,0.108290,0.031250,0.025094,0.188056,0.016221,0.252382,0.034600,0.200162,0.031693,0.645833,0.099962,0.996528,0.006806
5,conformal_risk_filter,0.000000,48,0.287588,0.033847,0.075323,0.011632,0.250000,0.050540,0.031250,0.033207,0.104167,0.058053,0.167096,0.010974,0.657771,0.053299,-0.113494,0.048558,0.572917,0.062964,0.461806,0.060146
5,conformal_risk_filter,0.110000,48,0.284895,0.029488,0.072692,0.012213,0.222222,0.050851,0.031250,0.028616,0.114583,0.060863,0.170081,0.010666,0.645692,0.045315,-0.114014,0.041334,0.593750,0.062964,0.454861,0.054796
5,conformal_risk_filter,0.220000,48,0.271293,0.036795,0.055707,0.008455,0.215278,0.059924,0.045139,0.033325,0.090278,0.049555,0.181239,0.011811,0.629335,0.055042,-0.107992,0.051105,0.663194,0.067027,0.409722,0.064487
5,conformal_risk_filter,0.330000,48,0.269904,0.033062,0.065957,0.012257,0.208333,0.049116,0.038194,0.031124,0.121528,0.065780,0.179318,0.010498,0.639443,0.047415,-0.128293,0.045647,0.649306,0.059354,0.420139,0.058350
5,conformal_risk_filter,0.440000,48,0.246756,0.033854,0.053407,0.009885,0.243056,0.054118,0.045139,0.037342,0.138889,0.073647,0.190489,0.010452,0.645043,0.045581,-0.143110,0.043168,0.715278,0.060709,0.368056,0.059924
5,conformal_risk_filter,0.560000,48,0.240313,0.038178,0.047850,0.011387,0.194444,0.047979,0.055556,0.036823,0.118056,0.066651,0.193295,0.012556,0.636598,0.052477,-0.143875,0.049095,0.729167,0.072541,0.347222,0.069347
5,conformal_risk_filter,0.670000,48,0.241679,0.036667,0.054447,0.012123,0.215278,0.050501,0.062500,0.040833,0.145833,0.077583,0.193786,0.010269,0.638969,0.044486,-0.154309,0.041293,0.736111,0.055732,0.361111,0.067620
5,conformal_risk_filter,0.780000,48,0.236914,0.033151,0.052597,0.010689,0.197917,0.038485,0.065972,0.046381,0.152778,0.079515,0.196708,0.009764,0.629601,0.043069,-0.158579,0.039960,0.753472,0.057533,0.354167,0.058863
5,conformal_risk_filter,0.890000,48,0.207923,0.037420,0.033750,0.009084,0.222222,0.047979,0.079861,0.057533,0.166667,0.085348,0.212321,0.008967,0.636886,0.046074,-0.174606,0.042997,0.840278,0.052340,0.274306,0.061121
5,conformal_risk_filter,1.000000,48,0.249579,0.042959,0.043418,0.009239,0.152778,0.042210,0.111111,0.067620,0.159722,0.090177,0.206634,0.011105,0.585212,0.053609,-0.132667,0.050713,0.822917,0.066258,0.354167,0.071225
5,failure_aware_rl_recovery,0.000000,48,0.693881,0.043364,0.095539,0.014018,0.284722,0.055838,0.125000,0.094551,0.027778,0.024477,0.167060,0.016925,0.186789,0.055059,0.366753,0.059581,0.520833,0.116158,1.000000,0.000000
5,failure_aware_rl_recovery,0.110000,48,0.683459,0.043753,0.094502,0.012065,0.281250,0.046804,0.125000,0.094551,0.017361,0.022264,0.169660,0.016955,0.184425,0.051364,0.356792,0.056738,0.538194,0.113110,1.000000,0.000000
5,failure_aware_rl_recovery,0.220000,48,0.689895,0.041028,0.088551,0.011469,0.284722,0.062247,0.125000,0.094551,0.052083,0.039095,0.179495,0.015889,0.162306,0.048261,0.369436,0.052324,0.600694,0.104638,1.000000,0.000000
5,failure_aware_rl_recovery,0.330000,48,0.679165,0.041702,0.092664,0.011403,0.204861,0.044825,0.125000,0.094551,0.038194,0.026170,0.178315,0.016242,0.171781,0.048426,0.350484,0.053336,0.579861,0.104299,1.000000,0.000000
5,failure_aware_rl_recovery,0.440000,48,0.684419,0.039962,0.086688,0.010594,0.215278,0.047608,0.125000,0.094551,0.052083,0.039095,0.187673,0.015877,0.151644,0.044997,0.362334,0.049780,0.638889,0.101235,1.000000,0.000000
5,failure_aware_rl_recovery,0.560000,48,0.686241,0.037821,0.082978,0.010638,0.225694,0.054580,0.125000,0.094551,0.065972,0.045350,0.194518,0.015478,0.138103,0.042848,0.367527,0.046963,0.673611,0.098692,1.000000,0.000000
5,failure_aware_rl_recovery,0.670000,48,0.690573,0.036706,0.079158,0.009497,0.197917,0.050217,0.125000,0.094551,0.104167,0.060448,0.204468,0.013048,0.125302,0.039977,0.373298,0.045137,0.725694,0.077500,1.000000,0.000000
5,failure_aware_rl_recovery,0.780000,48,0.681509,0.036014,0.082553,0.009749,0.222222,0.049912,0.128472,0.091882,0.100694,0.059752,0.206228,0.013693,0.130157,0.039346,0.355533,0.043514,0.722222,0.082148,1.000000,0.000000
5,failure_aware_rl_recovery,0.890000,48,0.678498,0.035570,0.079845,0.008807,0.253472,0.056705,0.128472,0.094421,0.111111,0.060220,0.210565,0.012726,0.121354,0.038601,0.355443,0.041767,0.746528,0.072126,1.000000,0.000000
5,failure_aware_rl_recovery,1.000000,48,0.676267,0.034957,0.081845,0.010356,0.250000,0.051467,0.125000,0.094551,0.149306,0.079161,0.216378,0.012415,0.123607,0.040119,0.344743,0.042781,0.760417,0.068019,1.000000,0.000000
5,information_gain_probe_policy,0.000000,48,0.581970,0.014359,0.104649,0.016056,0.541667,0.053716,0.368056,0.129386,0.079861,0.048622,0.210582,0.012929,0.339942,0.050837,0.204336,0.046159,0.663194,0.088338,1.000000,0.000000
5,information_gain_probe_policy,0.110000,48,0.575091,0.013716,0.100504,0.014995,0.472222,0.064027,0.368056,0.126801,0.097222,0.059030,0.219467,0.012453,0.331323,0.046819,0.200354,0.042876,0.711806,0.085204,1.000000,0.000000
5,information_gain_probe_policy,0.220000,48,0.573878,0.011792,0.095647,0.010501,0.458333,0.057951,0.375000,0.128484,0.062500,0.037196,0.222759,0.013253,0.313820,0.039420,0.207524,0.035478,0.722222,0.088789,1.000000,0.000000
5,information_gain_probe_policy,0.330000,48,0.564250,0.012278,0.094071,0.011331,0.402778,0.051314,0.381944,0.128652,0.111111,0.059429,0.233076,0.010355,0.317009,0.038717,0.194141,0.035911,0.774306,0.067027,1.000000,0.000000
5,information_gain_probe_policy,0.440000,48,0.560423,0.010806,0.091107,0.010044,0.496528,0.050996,0.381944,0.125677,0.125000,0.066325,0.238644,0.009149,0.308996,0.034487,0.192937,0.031910,0.802083,0.061250,1.000000,0.000000
5,information_gain_probe_policy,0.560000,48,0.555654,0.010988,0.094749,0.011301,0.385417,0.064632,0.402778,0.130432,0.090278,0.051429,0.236300,0.012865,0.310927,0.038724,0.181797,0.034946,0.763889,0.080107,1.000000,0.000000
5,information_gain_probe_policy,0.670000,48,0.547420,0.010698,0.091371,0.010353,0.395833,0.053826,0.399306,0.131482,0.128472,0.069623,0.245875,0.010574,0.310368,0.033882,0.174292,0.031337,0.809028,0.064510,1.000000,0.000000
5,information_gain_probe_policy,0.780000,48,0.539952,0.011941,0.095190,0.010496,0.399306,0.054796,0.420139,0.120304,0.114583,0.061635,0.244423,0.011171,0.311584,0.037971,0.159438,0.032708,0.788194,0.068596,1.000000,0.000000
5,information_gain_probe_policy,0.890000,48,0.537107,0.014237,0.092738,0.010796,0.357639,0.065239,0.430556,0.122966,0.125000,0.068431,0.249560,0.011040,0.304653,0.038609,0.157627,0.035233,0.809028,0.066673,0.996528,0.006806
5,information_gain_probe_policy,1.000000,48,0.529263,0.011431,0.092273,0.010335,0.381944,0.053236,0.430556,0.119454,0.152778,0.083575,0.255765,0.009962,0.305318,0.031909,0.147227,0.027820,0.836806,0.058754,1.000000,0.000000
5,oracle_disagreement_type,0.000000,48,0.692605,0.030427,0.069094,0.002973,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.155284,0.017033,0.112379,0.027481,0.431899,0.031287,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,0.110000,48,0.682304,0.031573,0.071796,0.003322,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.157416,0.017398,0.117516,0.028772,0.414162,0.032951,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,0.220000,48,0.677951,0.030980,0.072857,0.002889,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.159547,0.017765,0.115361,0.029400,0.405983,0.032327,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,0.330000,48,0.668087,0.032423,0.075054,0.003286,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.161678,0.018131,0.121357,0.030210,0.389793,0.033890,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,0.440000,48,0.662904,0.032268,0.076155,0.003415,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.163809,0.018498,0.121236,0.030602,0.380697,0.033789,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,0.560000,48,0.658051,0.032349,0.076952,0.003364,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.166134,0.018898,0.120260,0.031567,0.372464,0.034219,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,0.670000,48,0.651498,0.033170,0.078156,0.003664,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.168266,0.019265,0.122891,0.032415,0.361769,0.035965,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,0.780000,48,0.640417,0.033422,0.080991,0.003533,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.170397,0.019633,0.128063,0.032025,0.342959,0.034204,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,0.890000,48,0.637598,0.032866,0.081515,0.003473,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.172528,0.020000,0.124787,0.032254,0.337494,0.033441,0.750000,0.123796,1.000000,0.000000
5,oracle_disagreement_type,1.000000,48,0.627181,0.034147,0.083622,0.003602,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.174659,0.020368,0.131593,0.032461,0.320952,0.034175,0.750000,0.123796,1.000000,0.000000
5,recovery_first_policy,0.000000,48,0.722812,0.030554,0.087977,0.010479,0.204861,0.047886,0.118056,0.089651,0.065972,0.043213,0.164144,0.013391,0.150367,0.035081,0.412834,0.038505,0.583333,0.092272,0.993056,0.009522
5,recovery_first_policy,0.110000,48,0.711992,0.033266,0.089633,0.011286,0.239583,0.055794,0.118056,0.090177,0.079861,0.048622,0.167995,0.013950,0.156301,0.040716,0.394913,0.043520,0.597222,0.094217,0.989583,0.011534
5,recovery_first_policy,0.220000,48,0.695253,0.029387,0.095011,0.009893,0.250000,0.047649,0.100694,0.077041,0.038194,0.027919,0.164512,0.014306,0.174030,0.034573,0.367251,0.036167,0.562500,0.095112,0.982639,0.014556
5,recovery_first_policy,0.330000,48,0.703978,0.033397,0.083533,0.009916,0.180556,0.044395,0.118056,0.089651,0.072917,0.042291,0.178646,0.013756,0.144648,0.039232,0.389042,0.042762,0.642361,0.089667,0.972222,0.017758
5,recovery_first_policy,0.440000,48,0.695182,0.031216,0.082876,0.010741,0.218750,0.048784,0.107639,0.083380,0.104167,0.056400,0.184507,0.012300,0.148741,0.040852,0.376062,0.042707,0.670139,0.078711,0.965278,0.021658
5,recovery_first_policy,0.560000,48,0.694340,0.029894,0.086278,0.010404,0.173611,0.048591,0.121528,0.092139,0.100694,0.058955,0.184741,0.012420,0.147671,0.035684,0.369098,0.038049,0.659722,0.078391,0.972222,0.017758
5,recovery_first_policy,0.670000,48,0.704236,0.030620,0.076222,0.008298,0.170139,0.051915,0.114583,0.087080,0.079861,0.047639,0.193315,0.013655,0.116997,0.031991,0.393589,0.036366,0.701389,0.084209,0.965278,0.021658
5,recovery_first_policy,0.780000,48,0.687366,0.026018,0.081142,0.010090,0.156250,0.045001,0.100694,0.078259,0.125000,0.068431,0.198083,0.011720,0.134778,0.033947,0.362557,0.034183,0.718750,0.070243,0.965278,0.019351
5,recovery_first_policy,0.890000,48,0.671865,0.029556,0.079280,0.010409,0.218750,0.052519,0.114583,0.087622,0.107639,0.061890,0.197161,0.013564,0.140689,0.036529,0.347213,0.037173,0.701389,0.081352,0.944444,0.028078
5,recovery_first_policy,1.000000,48,0.666498,0.035400,0.079443,0.009052,0.170139,0.037024,0.121528,0.092139,0.142361,0.078410,0.203956,0.011671,0.143047,0.042002,0.335968,0.043935,0.729167,0.069204,0.940972,0.028340
5,risk_bounded_typed_disagreement_protocol_v5,0.000000,48,0.607401,0.012477,0.117032,0.017484,0.638889,0.055306,0.510417,0.116475,0.000000,0.000000,0.185140,0.016952,0.323944,0.046660,0.220334,0.042244,0.510417,0.116475,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,0.110000,48,0.608398,0.015257,0.113691,0.015671,0.635417,0.055582,0.531250,0.114942,0.000000,0.000000,0.189681,0.016961,0.306177,0.042110,0.225501,0.038172,0.534722,0.115067,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,0.220000,48,0.620938,0.014956,0.106172,0.012382,0.579861,0.057533,0.552083,0.107500,0.000000,0.000000,0.195779,0.016682,0.271028,0.032825,0.250315,0.028587,0.572917,0.112130,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,0.330000,48,0.613389,0.017826,0.106922,0.011837,0.635417,0.050217,0.565972,0.111213,0.006944,0.013611,0.199181,0.017146,0.272417,0.030155,0.238733,0.027660,0.579861,0.110893,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,0.440000,48,0.609211,0.020104,0.107316,0.012312,0.565972,0.062838,0.565972,0.110359,0.003472,0.006806,0.201939,0.017586,0.270174,0.033496,0.231759,0.032475,0.586806,0.111743,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,0.560000,48,0.607302,0.019791,0.109056,0.011268,0.559028,0.051915,0.576389,0.107852,0.000000,0.000000,0.201708,0.017140,0.266540,0.032133,0.226183,0.030406,0.576389,0.107852,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,0.670000,48,0.598229,0.020502,0.110285,0.010004,0.541667,0.062658,0.559028,0.104072,0.000000,0.000000,0.203363,0.017110,0.272175,0.030022,0.212485,0.030230,0.572917,0.104714,0.996528,0.006806
5,risk_bounded_typed_disagreement_protocol_v5,0.780000,48,0.600470,0.023242,0.109344,0.010134,0.520833,0.048266,0.572917,0.105164,0.017361,0.014556,0.207720,0.015847,0.256513,0.033111,0.214509,0.030480,0.604167,0.099962,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,0.890000,48,0.597581,0.023667,0.109426,0.010456,0.517361,0.051687,0.583333,0.106102,0.010417,0.011534,0.210775,0.016723,0.252980,0.036146,0.209301,0.032901,0.614583,0.104374,1.000000,0.000000
5,risk_bounded_typed_disagreement_protocol_v5,1.000000,48,0.598644,0.027397,0.108498,0.007842,0.500000,0.059163,0.586806,0.107866,0.006944,0.013611,0.210727,0.016953,0.240104,0.032757,0.212440,0.030928,0.604167,0.105487,1.000000,0.000000
5,robust_mpc_fallback,0.000000,48,0.649874,0.034443,0.110133,0.015953,0.187500,0.046264,0.239583,0.119086,0.041667,0.029979,0.136799,0.013264,0.239060,0.055684,0.311823,0.057879,0.458333,0.117323,1.000000,0.000000
5,robust_mpc_fallback,0.110000,48,0.641133,0.033036,0.111367,0.014466,0.229167,0.053826,0.232639,0.115797,0.038194,0.029565,0.139919,0.012923,0.240483,0.051253,0.297420,0.053229,0.472222,0.111465,0.996528,0.006806
5,robust_mpc_fallback,0.220000,48,0.644250,0.031015,0.108833,0.013772,0.218750,0.053412,0.232639,0.115797,0.055556,0.038086,0.146073,0.012277,0.225989,0.048903,0.301803,0.050314,0.517361,0.103044,0.996528,0.006806
5,robust_mpc_fallback,0.330000,48,0.648138,0.028560,0.101156,0.011410,0.173611,0.040054,0.225694,0.112796,0.055556,0.036823,0.155247,0.011486,0.201844,0.041207,0.315394,0.042506,0.583333,0.094301,0.993056,0.009522
5,robust_mpc_fallback,0.440000,48,0.629304,0.031469,0.114457,0.013499,0.177083,0.051839,0.229167,0.114930,0.031250,0.023132,0.145965,0.013301,0.233435,0.050015,0.273796,0.049966,0.496528,0.108085,0.993056,0.009522
5,robust_mpc_fallback,0.560000,48,0.635172,0.028754,0.104843,0.012730,0.215278,0.049555,0.229167,0.114517,0.065972,0.046381,0.157940,0.012483,0.208569,0.045755,0.290141,0.046037,0.579861,0.097744,0.982639,0.014556
5,robust_mpc_fallback,0.670000,48,0.629993,0.030206,0.108849,0.012608,0.163194,0.042939,0.229167,0.114517,0.083333,0.053273,0.159380,0.011715,0.215389,0.048657,0.275140,0.048056,0.579861,0.090716,0.982639,0.014556
5,robust_mpc_fallback,0.780000,48,0.614701,0.028282,0.102419,0.010789,0.152778,0.041074,0.218750,0.109678,0.079861,0.052369,0.167591,0.012177,0.213000,0.043338,0.262899,0.041723,0.625000,0.090460,0.958333,0.024797
5,robust_mpc_fallback,0.890000,48,0.611607,0.025300,0.105624,0.011522,0.156250,0.047056,0.208333,0.104077,0.100694,0.065057,0.169383,0.011650,0.215449,0.042160,0.251501,0.039826,0.628472,0.084367,0.958333,0.024797
5,robust_mpc_fallback,1.000000,48,0.595633,0.028748,0.093632,0.009860,0.131944,0.040054,0.204861,0.103958,0.114583,0.059288,0.183171,0.010189,0.213646,0.042224,0.243089,0.040051,0.704861,0.068251,0.916667,0.037670
5,worldbench_diagnostic_probe,0.000000,48,0.594608,0.011300,0.074977,0.010867,0.552083,0.058485,0.378472,0.137806,0.229167,0.114517,0.247724,0.004562,0.288025,0.035045,0.256253,0.030993,0.951389,0.027439,1.000000,0.000000
5,worldbench_diagnostic_probe,0.110000,48,0.582473,0.010857,0.074481,0.010388,0.534722,0.054118,0.375000,0.138409,0.236111,0.117859,0.253497,0.004441,0.290512,0.032630,0.241166,0.029252,0.968750,0.026913,1.000000,0.000000
5,worldbench_diagnostic_probe,0.220000,48,0.577404,0.009370,0.074829,0.009045,0.513889,0.057405,0.385417,0.136570,0.215278,0.110880,0.254894,0.005814,0.286989,0.030359,0.234355,0.026466,0.958333,0.035737,1.000000,0.000000
5,worldbench_diagnostic_probe,0.330000,48,0.565610,0.010868,0.075103,0.009787,0.503472,0.053706,0.388889,0.135937,0.239583,0.119086,0.261334,0.003635,0.293701,0.030672,0.217449,0.027749,0.979167,0.015759,1.000000,0.000000
5,worldbench_diagnostic_probe,0.440000,48,0.553434,0.010818,0.076603,0.009327,0.527778,0.054444,0.371528,0.137290,0.229167,0.114930,0.263222,0.004486,0.301281,0.030781,0.200652,0.027760,0.968750,0.023132,1.000000,0.000000
5,worldbench_diagnostic_probe,0.560000,48,0.545973,0.011377,0.077202,0.009988,0.416667,0.060741,0.378472,0.137806,0.229167,0.114930,0.267044,0.004216,0.303525,0.033323,0.189199,0.030041,0.972222,0.022462,1.000000,0.000000
5,worldbench_diagnostic_probe,0.670000,48,0.540055,0.010561,0.076396,0.009505,0.479167,0.069204,0.385417,0.136570,0.232639,0.116611,0.270841,0.004394,0.302265,0.030468,0.182395,0.027646,0.975694,0.021726,1.000000,0.000000
5,worldbench_diagnostic_probe,0.780000,48,0.529684,0.009183,0.077246,0.009600,0.503472,0.067027,0.399306,0.132913,0.246528,0.122254,0.275271,0.003647,0.303970,0.028652,0.167052,0.024461,0.986111,0.013170,1.000000,0.000000
5,worldbench_diagnostic_probe,0.890000,48,0.522505,0.010337,0.076606,0.009781,0.409722,0.051429,0.399306,0.133269,0.250000,0.123796,0.280455,0.003094,0.304627,0.029297,0.157654,0.026281,0.996528,0.006806,1.000000,0.000000
5,worldbench_diagnostic_probe,1.000000,48,0.510734,0.010061,0.079218,0.010189,0.361111,0.047979,0.402778,0.132233,0.246528,0.122254,0.281565,0.003371,0.313187,0.028470,0.139358,0.026072,0.986111,0.013170,1.000000,0.000000
6,bayesian_active_model_selection,0.000000,48,0.606234,0.017980,0.111152,0.018243,0.496528,0.053706,0.527778,0.123924,0.013889,0.016372,0.161119,0.017064,0.294078,0.052412,0.248916,0.048197,0.555556,0.119651,1.000000,0.000000
6,bayesian_active_model_selection,0.110000,48,0.596665,0.012141,0.116869,0.016064,0.472222,0.058628,0.520833,0.112433,0.013889,0.016372,0.159803,0.016006,0.303879,0.043682,0.227692,0.038845,0.534722,0.108290,1.000000,0.000000
6,bayesian_active_model_selection,0.220000,48,0.588766,0.014386,0.119494,0.018163,0.427083,0.059883,0.513889,0.114190,0.020833,0.015759,0.162282,0.016348,0.309331,0.049870,0.212280,0.046022,0.541667,0.108090,1.000000,0.000000
6,bayesian_active_model_selection,0.330000,48,0.587983,0.016020,0.115729,0.016920,0.413194,0.063026,0.527778,0.112731,0.031250,0.025094,0.168186,0.015657,0.294992,0.047198,0.215650,0.044172,0.576389,0.101992,1.000000,0.000000
6,bayesian_active_model_selection,0.440000,48,0.596578,0.015716,0.109466,0.012836,0.440972,0.061121,0.565972,0.109065,0.027778,0.026339,0.173074,0.015509,0.266026,0.035142,0.234601,0.031798,0.597222,0.100060,1.000000,0.000000
6,bayesian_active_model_selection,0.560000,48,0.581306,0.011995,0.115401,0.014861,0.399306,0.065780,0.527778,0.105356,0.052083,0.044737,0.174841,0.015144,0.287168,0.036030,0.205035,0.032428,0.590278,0.093271,1.000000,0.000000
6,bayesian_active_model_selection,0.670000,48,0.585166,0.015256,0.108125,0.012776,0.416667,0.061515,0.569444,0.111677,0.034722,0.029111,0.180833,0.016580,0.261335,0.034472,0.219944,0.029852,0.621528,0.101890,0.996528,0.006806
6,bayesian_active_model_selection,0.780000,48,0.573345,0.018558,0.114772,0.014369,0.427083,0.058282,0.541667,0.108090,0.027778,0.024477,0.176710,0.015916,0.275867,0.043933,0.196386,0.038956,0.590278,0.099646,0.996528,0.006806
6,bayesian_active_model_selection,0.890000,48,0.573884,0.019815,0.108787,0.012482,0.364583,0.060473,0.576389,0.107852,0.048611,0.041218,0.188062,0.015663,0.258941,0.036672,0.202145,0.033638,0.652778,0.094217,0.996528,0.006806
6,bayesian_active_model_selection,1.000000,48,0.566641,0.022534,0.107221,0.013327,0.340278,0.053236,0.579861,0.108739,0.055556,0.040494,0.194634,0.015511,0.257222,0.040843,0.193748,0.036801,0.684028,0.095912,0.996528,0.006806
6,conformal_risk_filter,0.000000,48,0.316851,0.034228,0.085438,0.011190,0.243056,0.049555,0.017361,0.014556,0.065972,0.037342,0.154520,0.011952,0.625398,0.056818,-0.082403,0.052843,0.503472,0.068424,0.531250,0.061250
6,conformal_risk_filter,0.110000,48,0.282668,0.030516,0.067458,0.010683,0.267361,0.050295,0.034722,0.025657,0.104167,0.055555,0.172957,0.010450,0.641365,0.047215,-0.109795,0.043721,0.611111,0.060220,0.440972,0.055440
6,conformal_risk_filter,0.220000,48,0.249764,0.031474,0.058257,0.009451,0.232639,0.048378,0.048611,0.033635,0.135417,0.073211,0.186071,0.009733,0.666999,0.046519,-0.145388,0.043987,0.687500,0.055555,0.378472,0.053926
6,conformal_risk_filter,0.330000,48,0.270484,0.035091,0.063265,0.009415,0.194444,0.043859,0.048611,0.035013,0.111111,0.064027,0.179947,0.010998,0.632875,0.051394,-0.122233,0.048535,0.656250,0.064081,0.420139,0.059949
6,conformal_risk_filter,0.440000,48,0.271228,0.039293,0.058681,0.009399,0.229167,0.049236,0.059028,0.042939,0.114583,0.062398,0.183537,0.010858,0.616070,0.051588,-0.115443,0.049604,0.680556,0.060611,0.413194,0.067379
6,conformal_risk_filter,0.560000,48,0.263946,0.035665,0.052430,0.008023,0.173611,0.040054,0.076389,0.055838,0.135417,0.072562,0.190736,0.009534,0.611563,0.049207,-0.119360,0.046393,0.725694,0.058754,0.388889,0.056991
6,conformal_risk_filter,0.670000,48,0.247151,0.034509,0.052828,0.010825,0.215278,0.048591,0.069444,0.046477,0.149306,0.078561,0.194559,0.009636,0.625568,0.042849,-0.144289,0.040221,0.746528,0.056705,0.368056,0.062247
6,conformal_risk_filter,0.780000,48,0.266550,0.036445,0.055602,0.010633,0.194444,0.043859,0.083333,0.052378,0.138889,0.073647,0.193924,0.009752,0.595164,0.044793,-0.122910,0.041771,0.753472,0.057533,0.402778,0.065125
6,conformal_risk_filter,0.890000,48,0.236885,0.037413,0.044420,0.009853,0.170139,0.046125,0.097222,0.059030,0.177083,0.092990,0.207177,0.008929,0.612851,0.043797,-0.151765,0.041530,0.826389,0.053236,0.336806,0.063400
6,conformal_risk_filter,1.000000,48,0.208523,0.041897,0.039009,0.010084,0.180556,0.054877,0.097222,0.063656,0.194444,0.098392,0.213573,0.007825,0.635892,0.047191,-0.184922,0.044533,0.850694,0.041539,0.281250,0.068883
6,failure_aware_rl_recovery,0.000000,48,0.690089,0.043397,0.091634,0.011756,0.277778,0.054444,0.125000,0.094551,0.024306,0.019427,0.168556,0.016570,0.180892,0.050481,0.370504,0.055212,0.541667,0.113219,1.000000,0.000000
6,failure_aware_rl_recovery,0.110000,48,0.691836,0.041879,0.087865,0.010255,0.315972,0.052594,0.125000,0.094551,0.034722,0.025657,0.176841,0.015504,0.166601,0.045727,0.374744,0.051688,0.593750,0.103350,1.000000,0.000000
6,failure_aware_rl_recovery,0.220000,48,0.685873,0.041613,0.093224,0.012406,0.201389,0.045577,0.125000,0.094551,0.045139,0.033325,0.175637,0.016102,0.174130,0.050481,0.357834,0.054924,0.569444,0.106473,1.000000,0.000000
6,failure_aware_rl_recovery,0.330000,48,0.680109,0.042071,0.094496,0.012082,0.250000,0.056714,0.125000,0.094551,0.038194,0.029565,0.177536,0.016382,0.174183,0.050997,0.347942,0.055352,0.572917,0.104714,1.000000,0.000000
6,failure_aware_rl_recovery,0.440000,48,0.676000,0.040948,0.090345,0.010894,0.260417,0.052293,0.125000,0.094551,0.045139,0.031875,0.184409,0.015844,0.163857,0.046300,0.348155,0.051352,0.618056,0.100591,1.000000,0.000000
6,failure_aware_rl_recovery,0.560000,48,0.678317,0.039246,0.085283,0.009966,0.218750,0.047804,0.121528,0.092139,0.059028,0.032969,0.191405,0.015220,0.147776,0.044031,0.356710,0.047965,0.656250,0.095003,1.000000,0.000000
6,failure_aware_rl_recovery,0.670000,48,0.682941,0.036287,0.082099,0.008481,0.256944,0.054985,0.128472,0.094421,0.072917,0.043396,0.198134,0.014296,0.131286,0.038077,0.363630,0.041657,0.687500,0.088411,1.000000,0.000000
6,failure_aware_rl_recovery,0.780000,48,0.680960,0.035504,0.076869,0.008309,0.232639,0.050295,0.121528,0.092139,0.111111,0.057815,0.211531,0.011624,0.122722,0.036420,0.363777,0.041276,0.767361,0.069283,1.000000,0.000000
