seed,method,stress_level,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
0,information_gain_probe_policy,0.330000,48,0.571233,0.011850,0.095368,0.011805,0.451389,0.058324,0.399306,0.129671,0.083333,0.047649,0.227636,0.012770,0.310925,0.040830,0.202078,0.037015,0.739583,0.081902,1.000000,0.000000
0,information_gain_probe_policy,0.440000,48,0.559527,0.010396,0.092354,0.011878,0.427083,0.061443,0.388889,0.129523,0.125000,0.069119,0.238619,0.011272,0.312979,0.036832,0.189314,0.032892,0.791667,0.070474,1.000000,0.000000
0,information_gain_probe_policy,0.560000,48,0.554422,0.011460,0.096084,0.011656,0.402778,0.056575,0.378472,0.122930,0.114583,0.062398,0.235665,0.010513,0.314355,0.039314,0.178071,0.035781,0.760417,0.067320,1.000000,0.000000
0,information_gain_probe_policy,0.670000,48,0.538599,0.014155,0.095397,0.011968,0.437500,0.060448,0.392361,0.126999,0.131944,0.070781,0.244612,0.010482,0.323285,0.039911,0.156734,0.037292,0.798611,0.062247,0.996528,0.006806
0,information_gain_probe_policy,0.780000,48,0.548078,0.012464,0.092546,0.011781,0.440972,0.056287,0.437500,0.126302,0.128472,0.070299,0.245953,0.011178,0.301774,0.038339,0.172308,0.033341,0.802083,0.067845,1.000000,0.000000
0,information_gain_probe_policy,0.890000,48,0.536033,0.012649,0.090481,0.010197,0.420139,0.056705,0.413194,0.124554,0.121528,0.065780,0.251432,0.011576,0.304953,0.035644,0.160209,0.031847,0.815972,0.068251,0.996528,0.006806
0,information_gain_probe_policy,1.000000,48,0.524562,0.010522,0.091406,0.009819,0.392361,0.051915,0.416667,0.124937,0.131944,0.068056,0.256086,0.010169,0.308924,0.034644,0.143445,0.030002,0.833333,0.059957,0.996528,0.006806
0,oracle_disagreement_type,0.000000,48,0.691468,0.030852,0.069650,0.003457,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.155284,0.017033,0.113881,0.028439,0.429539,0.033023,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,0.110000,48,0.681690,0.031092,0.072958,0.003339,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.157416,0.017398,0.117079,0.029679,0.410992,0.033160,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,0.220000,48,0.677938,0.031200,0.072819,0.003136,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.159547,0.017765,0.116088,0.029553,0.406054,0.032964,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,0.330000,48,0.672799,0.031410,0.073798,0.002895,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.161678,0.018131,0.115734,0.030050,0.397269,0.033129,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,0.440000,48,0.662177,0.032615,0.075945,0.003393,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.163809,0.018498,0.121863,0.030432,0.380430,0.034033,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,0.560000,48,0.659196,0.031919,0.076605,0.003036,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.166134,0.018898,0.118056,0.031129,0.374371,0.033771,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,0.670000,48,0.646100,0.033253,0.080114,0.003494,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.168266,0.019265,0.127955,0.031953,0.352065,0.034427,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,0.780000,48,0.643884,0.033503,0.079426,0.003208,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.170397,0.019633,0.124212,0.032118,0.349870,0.034734,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,0.890000,48,0.637477,0.033540,0.080990,0.003196,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.172528,0.020000,0.126633,0.032533,0.338529,0.034782,0.750000,0.123796,1.000000,0.000000
0,oracle_disagreement_type,1.000000,48,0.627477,0.034042,0.083784,0.003619,1.000000,0.000000,0.750000,0.123796,0.000000,0.000000,0.174659,0.020368,0.131479,0.033162,0.320891,0.034921,0.750000,0.123796,1.000000,0.000000
0,recovery_first_policy,0.000000,48,0.713654,0.037440,0.092687,0.012812,0.239583,0.050452,0.121528,0.092139,0.041667,0.026637,0.160208,0.015286,0.165372,0.045912,0.396069,0.051344,0.555556,0.105804,0.993056,0.009522
0,recovery_first_policy,0.110000,48,0.724061,0.035746,0.088311,0.011218,0.211806,0.049346,0.125000,0.094551,0.052083,0.035279,0.168647,0.014568,0.138131,0.042025,0.410959,0.046728,0.604167,0.099487,0.996528,0.006806
0,recovery_first_policy,0.220000,48,0.712558,0.034287,0.087579,0.011136,0.159722,0.046604,0.118056,0.089651,0.083333,0.047649,0.172706,0.013268,0.146855,0.043015,0.395934,0.046151,0.618056,0.089121,0.986111,0.013170
0,recovery_first_policy,0.330000,48,0.705704,0.031215,0.087040,0.010921,0.229167,0.050187,0.118056,0.089651,0.062500,0.035902,0.173098,0.014282,0.146197,0.037401,0.388464,0.040586,0.607639,0.092523,0.979167,0.015759
0,recovery_first_policy,0.440000,48,0.713078,0.031314,0.082077,0.009223,0.197917,0.039695,0.118056,0.089651,0.107639,0.066317,0.186452,0.012549,0.128251,0.033505,0.398173,0.036665,0.684028,0.080933,0.982639,0.014556
0,recovery_first_policy,0.560000,48,0.703270,0.032160,0.075612,0.007351,0.180556,0.042210,0.125000,0.094551,0.072917,0.051381,0.188518,0.014127,0.121695,0.030798,0.395794,0.034859,0.680556,0.088522,0.958333,0.024797
0,recovery_first_policy,0.670000,48,0.700101,0.030036,0.080748,0.009772,0.170139,0.039496,0.118056,0.089651,0.111111,0.062532,0.194003,0.012278,0.125776,0.033981,0.380544,0.036563,0.704861,0.075490,0.972222,0.017758
0,recovery_first_policy,0.780000,48,0.710557,0.029067,0.072974,0.008135,0.194444,0.042766,0.121528,0.092139,0.097222,0.054008,0.200198,0.013070,0.098184,0.028211,0.403765,0.032196,0.732639,0.079459,0.972222,0.020247
0,recovery_first_policy,0.890000,48,0.671557,0.030597,0.078682,0.009681,0.187500,0.046264,0.114583,0.087080,0.121528,0.065780,0.199800,0.012288,0.144652,0.038408,0.346375,0.038863,0.715278,0.072758,0.944444,0.026339
0,recovery_first_policy,1.000000,48,0.674214,0.035142,0.073939,0.010280,0.173611,0.035013,0.111111,0.084978,0.138889,0.074920,0.211382,0.011368,0.129959,0.041297,0.350595,0.045270,0.774306,0.067027,0.940972,0.035723
0,risk_bounded_typed_disagreement_protocol_v5,0.000000,48,0.610024,0.015248,0.116585,0.016264,0.611111,0.059429,0.503472,0.113215,0.003472,0.006806,0.184888,0.016186,0.319304,0.045262,0.224116,0.041353,0.506944,0.112152,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,0.110000,48,0.609563,0.015181,0.114554,0.015793,0.652778,0.057405,0.552083,0.113075,0.000000,0.000000,0.191955,0.016678,0.304895,0.042478,0.223176,0.039789,0.552083,0.113075,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,0.220000,48,0.597297,0.017996,0.119414,0.016600,0.590278,0.068056,0.500000,0.112591,0.000000,0.000000,0.187771,0.016743,0.318994,0.048721,0.203147,0.044820,0.513889,0.111677,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,0.330000,48,0.610490,0.014063,0.110005,0.012224,0.604167,0.054697,0.548611,0.106083,0.003472,0.006806,0.196904,0.016457,0.282357,0.030918,0.230646,0.028378,0.565972,0.106875,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,0.440000,48,0.607940,0.016274,0.108504,0.010281,0.579861,0.060733,0.569444,0.106916,0.000000,0.000000,0.199789,0.016913,0.272916,0.024787,0.229378,0.021762,0.572917,0.106948,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,0.560000,48,0.599714,0.019548,0.113680,0.014096,0.541667,0.051925,0.534722,0.109593,0.006944,0.009522,0.198669,0.016851,0.281876,0.041026,0.210550,0.038439,0.559028,0.107646,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,0.670000,48,0.602696,0.024266,0.109738,0.010788,0.552083,0.049744,0.590278,0.107852,0.003472,0.006806,0.205359,0.016613,0.262498,0.035261,0.217522,0.034699,0.597222,0.106473,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,0.780000,48,0.597649,0.023274,0.108493,0.011653,0.531250,0.062776,0.579861,0.109174,0.010417,0.011534,0.208771,0.017298,0.261257,0.036531,0.212825,0.034037,0.604167,0.107266,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,0.890000,48,0.602192,0.026476,0.107716,0.009230,0.440972,0.051915,0.565972,0.101890,0.006944,0.009522,0.208392,0.016600,0.245820,0.035659,0.219343,0.035176,0.597222,0.103773,1.000000,0.000000
0,risk_bounded_typed_disagreement_protocol_v5,1.000000,48,0.585499,0.022884,0.113483,0.009695,0.482639,0.056076,0.562500,0.100904,0.013889,0.013170,0.210183,0.016505,0.263661,0.031925,0.188709,0.030073,0.597222,0.098151,1.000000,0.000000
0,robust_mpc_fallback,0.000000,48,0.650322,0.032421,0.107378,0.013523,0.218750,0.046804,0.232639,0.115797,0.017361,0.017506,0.138556,0.012741,0.232187,0.048012,0.317101,0.051643,0.472222,0.112731,1.000000,0.000000
0,robust_mpc_fallback,0.110000,48,0.629610,0.029466,0.113637,0.014025,0.187500,0.044172,0.211806,0.107316,0.020833,0.020917,0.139803,0.012565,0.253913,0.048878,0.279454,0.050324,0.468750,0.105501,0.989583,0.011534
0,robust_mpc_fallback,0.220000,48,0.647872,0.030791,0.107496,0.011972,0.225694,0.054580,0.236111,0.117457,0.031250,0.025094,0.145270,0.012280,0.218313,0.045398,0.309692,0.046816,0.513889,0.104228,1.000000,0.000000
0,robust_mpc_fallback,0.330000,48,0.643241,0.029763,0.105287,0.012328,0.184028,0.054363,0.229167,0.115340,0.020833,0.023068,0.147674,0.013547,0.211665,0.045181,0.306711,0.046040,0.520833,0.111589,0.993056,0.009522
0,robust_mpc_fallback,0.440000,48,0.636005,0.030383,0.104290,0.012675,0.166667,0.046646,0.232639,0.116611,0.065972,0.036053,0.155231,0.012543,0.214579,0.046631,0.294085,0.046765,0.565972,0.099542,0.982639,0.017506
0,robust_mpc_fallback,0.560000,48,0.639043,0.030779,0.101932,0.009180,0.173611,0.044528,0.232639,0.115797,0.041667,0.026637,0.158470,0.011644,0.197562,0.042487,0.300044,0.043112,0.583333,0.093798,0.982639,0.014556
0,robust_mpc_fallback,0.670000,48,0.620412,0.027261,0.100997,0.009998,0.152778,0.041074,0.208333,0.105879,0.093750,0.055794,0.168683,0.010625,0.213723,0.041788,0.271737,0.041623,0.642361,0.080787,0.961806,0.020027
0,robust_mpc_fallback,0.780000,48,0.608486,0.028472,0.107085,0.011954,0.173611,0.045577,0.204861,0.103044,0.083333,0.050540,0.163733,0.011679,0.229706,0.046275,0.249119,0.045468,0.593750,0.088026,0.958333,0.022810
0,robust_mpc_fallback,0.890000,48,0.605479,0.029820,0.099449,0.009720,0.135417,0.043122,0.208333,0.105879,0.090278,0.048591,0.173998,0.009734,0.218627,0.044273,0.251142,0.043276,0.656250,0.071080,0.937500,0.030175
0,robust_mpc_fallback,1.000000,48,0.590732,0.026946,0.100532,0.011070,0.118056,0.040054,0.204861,0.102584,0.111111,0.058628,0.178289,0.010396,0.228620,0.044385,0.227953,0.043326,0.673611,0.074683,0.923611,0.025657
0,worldbench_diagnostic_probe,0.000000,48,0.596791,0.009936,0.070610,0.008808,0.527778,0.049912,0.378472,0.137806,0.232639,0.115797,0.251876,0.003291,0.278285,0.029498,0.265135,0.025984,0.979167,0.015759,1.000000,0.000000
0,worldbench_diagnostic_probe,0.110000,48,0.578306,0.011282,0.076556,0.010665,0.534722,0.052340,0.375000,0.138409,0.239583,0.119482,0.254100,0.004093,0.296058,0.034052,0.232013,0.031005,0.972222,0.022462,1.000000,0.000000
0,worldbench_diagnostic_probe,0.220000,48,0.575290,0.010349,0.076380,0.009644,0.493056,0.054985,0.378472,0.137806,0.211806,0.108631,0.253543,0.005918,0.292367,0.031753,0.229775,0.028612,0.947917,0.036595,1.000000,0.000000
0,worldbench_diagnostic_probe,0.330000,48,0.567820,0.009952,0.074747,0.009531,0.465278,0.045577,0.381944,0.137193,0.232639,0.116204,0.260725,0.004554,0.292134,0.030448,0.220868,0.027249,0.972222,0.022462,1.000000,0.000000
0,worldbench_diagnostic_probe,0.440000,48,0.551913,0.011547,0.080647,0.011294,0.454861,0.062081,0.375000,0.138409,0.229167,0.114517,0.259938,0.004808,0.309761,0.035626,0.192532,0.031830,0.947917,0.026019,1.000000,0.000000
0,worldbench_diagnostic_probe,0.560000,48,0.546938,0.011530,0.077047,0.010520,0.486111,0.069347,0.381944,0.137193,0.236111,0.117457,0.267566,0.004002,0.302288,0.033893,0.190139,0.030991,0.975694,0.019427,1.000000,0.000000
0,worldbench_diagnostic_probe,0.670000,48,0.533426,0.010122,0.079568,0.010705,0.447917,0.049744,0.385417,0.134827,0.239583,0.119086,0.270547,0.004466,0.311026,0.031404,0.168994,0.028754,0.972222,0.020247,1.000000,0.000000
0,worldbench_diagnostic_probe,0.780000,48,0.531699,0.009698,0.075947,0.009283,0.395833,0.054697,0.392361,0.135643,0.236111,0.117859,0.274740,0.004017,0.301784,0.030350,0.172298,0.025451,0.982639,0.017506,1.000000,0.000000
0,worldbench_diagnostic_probe,0.890000,48,0.521779,0.009975,0.078009,0.009334,0.444444,0.062532,0.388889,0.134538,0.229167,0.114517,0.276602,0.004070,0.308626,0.030055,0.156536,0.026680,0.972222,0.020247,1.000000,0.000000
0,worldbench_diagnostic_probe,1.000000,48,0.511235,0.011311,0.078404,0.009867,0.381944,0.046604,0.409722,0.134406,0.246528,0.122254,0.282557,0.003365,0.311413,0.030506,0.140957,0.026651,0.993056,0.009522,1.000000,0.000000
1,bayesian_active_model_selection,0.000000,48,0.605638,0.015299,0.115655,0.016730,0.472222,0.058628,0.510417,0.114427,0.006944,0.009522,0.155688,0.016059,0.300611,0.047643,0.242215,0.043695,0.517361,0.112271,1.000000,0.000000
1,bayesian_active_model_selection,0.110000,48,0.609037,0.015156,0.108776,0.016654,0.440972,0.059553,0.552083,0.115967,0.031250,0.026913,0.166885,0.015597,0.279270,0.047496,0.252910,0.043216,0.590278,0.106528,1.000000,0.000000
1,bayesian_active_model_selection,0.220000,48,0.597550,0.016944,0.114315,0.017717,0.486111,0.059030,0.534722,0.115477,0.020833,0.020917,0.165138,0.016471,0.291352,0.049412,0.230460,0.046380,0.562500,0.109880,1.000000,0.000000
1,bayesian_active_model_selection,0.330000,48,0.587373,0.016432,0.116946,0.015245,0.444444,0.054444,0.503472,0.106320,0.031250,0.026913,0.164969,0.015182,0.296364,0.041178,0.214614,0.039164,0.552083,0.099264,1.000000,0.000000
1,bayesian_active_model_selection,0.440000,48,0.596865,0.016347,0.109497,0.016412,0.430556,0.062152,0.545139,0.110359,0.059028,0.045088,0.176458,0.014695,0.271452,0.045646,0.232451,0.041396,0.621528,0.095665,1.000000,0.000000
1,bayesian_active_model_selection,0.560000,48,0.595613,0.017501,0.107111,0.012091,0.371528,0.056913,0.572917,0.108703,0.038194,0.034028,0.178416,0.015151,0.255267,0.034301,0.235077,0.032206,0.621528,0.096158,1.000000,0.000000
1,bayesian_active_model_selection,0.670000,48,0.578192,0.019232,0.115703,0.014060,0.378472,0.052142,0.548611,0.107852,0.034722,0.027439,0.176014,0.015361,0.277864,0.040622,0.200436,0.037348,0.597222,0.096204,1.000000,0.000000
1,bayesian_active_model_selection,0.780000,48,0.574399,0.018733,0.110931,0.013339,0.329861,0.061121,0.565972,0.109065,0.041667,0.028357,0.182826,0.015396,0.270506,0.039486,0.200845,0.036816,0.628472,0.094421,0.993056,0.009522
1,bayesian_active_model_selection,0.890000,48,0.567781,0.018268,0.115432,0.015656,0.388889,0.048955,0.545139,0.111213,0.055556,0.046983,0.184468,0.015809,0.278743,0.042914,0.184704,0.039298,0.628472,0.096404,1.000000,0.000000
1,bayesian_active_model_selection,1.000000,48,0.570709,0.019490,0.108661,0.011783,0.371528,0.051687,0.590278,0.110880,0.027778,0.024477,0.188951,0.017512,0.251695,0.034767,0.199389,0.029984,0.645833,0.103678,1.000000,0.000000
1,conformal_risk_filter,0.000000,48,0.319749,0.041981,0.081794,0.011203,0.225694,0.057121,0.034722,0.025657,0.065972,0.048378,0.157540,0.013167,0.618717,0.065429,-0.075892,0.062362,0.524306,0.073426,0.520833,0.071886
1,conformal_risk_filter,0.110000,48,0.289511,0.033697,0.073731,0.011172,0.250000,0.048632,0.031250,0.023132,0.097222,0.050383,0.167911,0.010489,0.640817,0.050891,-0.108637,0.047486,0.579861,0.057533,0.461806,0.059354
1,conformal_risk_filter,0.220000,48,0.277634,0.034959,0.062709,0.008842,0.260417,0.049505,0.045139,0.034716,0.104167,0.056400,0.176935,0.010890,0.632034,0.051269,-0.110221,0.048256,0.635417,0.062776,0.427083,0.059883
1,conformal_risk_filter,0.330000,48,0.279309,0.035151,0.068290,0.012142,0.250000,0.045621,0.045139,0.031875,0.111111,0.061000,0.175640,0.011385,0.627842,0.047147,-0.116863,0.044268,0.631944,0.063749,0.440972,0.065600
1,conformal_risk_filter,0.440000,48,0.260053,0.038419,0.053451,0.010910,0.211806,0.050295,0.059028,0.045088,0.118056,0.065937,0.187882,0.012285,0.628167,0.053357,-0.124264,0.050943,0.701389,0.072105,0.385417,0.067496
1,conformal_risk_filter,0.560000,48,0.244387,0.036371,0.050401,0.011189,0.222222,0.052678,0.069444,0.046477,0.149306,0.077956,0.196224,0.009816,0.636281,0.044889,-0.145937,0.043716,0.753472,0.055012,0.354167,0.061994
1,conformal_risk_filter,0.670000,48,0.254061,0.037716,0.047145,0.008149,0.170139,0.047140,0.079861,0.056705,0.121528,0.062838,0.196163,0.009803,0.603535,0.051299,-0.125235,0.047363,0.760417,0.059088,0.371528,0.060927
1,conformal_risk_filter,0.780000,48,0.225593,0.032326,0.051200,0.010880,0.190972,0.041254,0.059028,0.039496,0.166667,0.090199,0.198847,0.010489,0.643493,0.042135,-0.172142,0.040539,0.763889,0.060611,0.336806,0.059553
1,conformal_risk_filter,0.890000,48,0.230687,0.042460,0.044188,0.011010,0.163194,0.044027,0.079861,0.059155,0.201389,0.101992,0.207307,0.009528,0.623283,0.047330,-0.159836,0.046844,0.822917,0.053633,0.326389,0.072105
1,conformal_risk_filter,1.000000,48,0.216442,0.036046,0.044729,0.009859,0.142361,0.043486,0.069444,0.046477,0.166667,0.086995,0.205119,0.009174,0.628643,0.043957,-0.177559,0.041863,0.798611,0.050501,0.309028,0.063026
1,failure_aware_rl_recovery,0.000000,48,0.692324,0.042991,0.094555,0.012741,0.312500,0.049236,0.128472,0.094421,0.006944,0.009522,0.165908,0.017367,0.183727,0.052086,0.368167,0.056795,0.517361,0.120795,1.000000,0.000000
